,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Linifanib (ABT-869),0.001495391088225981,0.0013690391713650821,0.002966643236026025,0.004103304481412745,0.004035936715039682,0.002194352181483437,0.00981214525356509,0.0044670191408233565,0.004327681065706181,0.005453183996726091,0.0067431337360650745,0.005339599134700633,0.007282803171497322,0.003972516630604977,0.00551215382072624,0.0031132497125485772,0.00821035995488522,0.010071705121710928,0.012112019656543446,0.00799082696856424,0.008241504606306628,0.00764744487200173,0.00732970622040277,0.007602463274684032,0.009210476334379722
Y-27632 2HCl,0.0018242049716173845,0.0025745232443048745,0.002856775843135483,0.0041196765015428655,0.006452024982138151,0.006057628789279703,0.0057634064070484735,0.004432640150204092,0.00291946819947135,0.00541814137613626,0.0071410986996283616,0.00464158490809736,0.005030879341995807,0.00505518648739869,0.006099413406000717,0.01014065565848263,0.006999580983157409,0.007329660551415271,0.008208378449023742,0.0058457535662612345,0.006081140272476747,0.00618621905230765,0.007985534716202882,0.006153359737684239,0.01259212489382078
Cediranib (AZD2171),0.0018748296405738975,0.0015164356964397086,0.0020585118378850776,0.002583862795914754,0.0052802237532512215,0.0069720555390667535,0.008708136178172957,0.0030790791782058322,0.0027375793130852287,0.006607301676910575,0.005096231137683292,0.006230539589975391,0.005606683127290976,0.006198121462235178,0.006778610416066001,0.004705529636369792,0.010274903865099319,0.005117418960876771,0.00997090973571,0.00941497060594022,0.007323801595851464,0.0075800458968231154,0.009093566639680488,0.006156752131854405,0.013362233660010258
Avagacestat (BMS-708163),0.0007040840524321814,0.0028987208234068913,0.004027413678624826,0.002040285303626268,0.005080370699472437,0.005305932663132255,0.005150673966562387,0.0046356034273341735,0.003932567159791841,0.0039209078371843994,0.0053764804387794905,0.006528529545322967,0.003532896629171286,0.01060054395339532,0.00489435664872714,0.00696324637905365,0.008799559588598646,0.0063703436491398405,0.004420270678445396,0.007907614702143045,0.008569207336704979,0.008051057378911777,0.009007215092086837,0.009080611247033611,0.0104845180018138
Motesanib Diphosphate (AMG-706),0.0020164454361775116,0.0034087998434911533,0.0027823714883975386,0.0037735154226094234,0.005483929439700389,0.006410190196822619,0.0044137108107517265,0.0027912427828322554,0.005344213745979757,0.005284604588250253,0.006577594090824977,0.008250889852490914,0.004665433005370419,0.0074794058886731365,0.00606254304638294,0.005836882435531546,0.008832576762689752,0.004485160482405954,0.0066427218429922505,0.005176678725377694,0.011538974385958096,0.009956435899430733,0.0077043278268869595,0.009656624429716426,0.011093267601948504
TWS119,0.0021375871461262745,0.002871660426012578,0.0033174645181423598,0.0019400591482687589,0.004325050026484524,0.005353469658275917,0.006826964398953458,0.0035847293865324693,0.003948031478007672,0.0028011880086321965,0.008840173338096618,0.004574205390888686,0.004915433753938152,0.00641801289530621,0.004517927510035551,0.006509503448288715,0.0036056003007292605,0.007751088652379535,0.009048244408823368,0.007375647271145062,0.007956796580615483,0.006882617104049057,0.008481633532030144,0.007456918813552383,0.01607778186950986
Sunitinib Malate,0.001494932937479166,0.001157799460789067,0.001361779868265153,0.001522072805918684,0.003142008909073808,0.0012580424566393101,0.005138981372008974,0.0020983464312844934,0.0027033601985652395,0.0017012580027643254,0.003028579090359943,0.0038694659242209076,0.003321249548800136,0.003410923678883996,0.004336311942976838,0.002370258661050553,0.004514490533559949,0.003089866067940816,0.004107198373432628,0.005492882527614132,0.005554580295206915,0.005561822328100904,0.005994845733949777,0.0047625522582195115,0.00727013444180331
AZ 960,0.001207810579050893,0.001666889270341696,0.0031705065691303336,0.003418805051294904,0.004598898961805756,0.004686129249980109,0.005143056841522832,0.002985131546650795,0.0028645041865261894,0.0038742222596301356,0.00631374369482809,0.005351531201102617,0.006954334810051648,0.0046816407332398655,0.004720032267173691,0.007668165866418172,0.009453452886887374,0.008752491478979902,0.007687707949742264,0.010358193763463981,0.00942154371741265,0.00782812004402526,0.006557554725053158,0.006678536412340624,0.013638347937349445
SL-327,0.0024243720699347305,0.002290612766223033,0.0015621713863647082,0.0030565494204524454,0.005109829257894597,0.007711032479700508,0.010578380132523053,0.009170502323564141,0.007421099829593513,0.0039313896950053115,0.005161328730378796,0.005227422679838692,0.0093316126846963,0.006855438442246194,0.007907021096489004,0.003999401428409377,0.008141961185866188,0.007087148460976121,0.007984027769245297,0.008814048839433871,0.010568851459502562,0.007601166564854251,0.009244752883844978,0.009367901088701653,0.009297137023063298
MK-0752,0.001514384003257525,0.0016597054090260153,0.0018511145299780754,0.0033918305970160978,0.0055026810489844655,0.006747875140805637,0.005630642198544608,0.00433578039558538,0.009392091716045528,0.005181481327424646,0.004574379318203217,0.005310403161307743,0.007340220798689163,0.006122664808338559,0.005642775480364278,0.006826736195396063,0.00662458044086079,0.009148565554767604,0.011512180475868794,0.009237435853837512,0.008192441243146283,0.014089244628327344,0.009445776502586654,0.008393216097189803,0.009124733928221697
