,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Taselisib__1.0,0.0023889431037351274,0.0018428814678146128,0.004581946526244364,0.004808133511982708,0.004600953642135772,0.00650026203887643,0.008525325841422056,0.006387247227311817,0.005091596980830537,0.005333830047289242,0.006222430418158387,0.005137136377557024,0.010169661456519647,0.013729582765732861,0.00814650870779141,0.013388891385564837,0.01757934444333479,0.00753389268754469,0.011251078619625512,0.009214422685739479,0.00911360521725246,0.01362789693047445,0.010531019154873101,0.008231553928741971,0.013536827851493604
Defactinib__0.0016,0.0013629755567815345,0.0012219921940954095,0.001993643421323279,0.0027167852202719203,0.004542058427552156,0.006635113457304767,0.003598303407322621,0.003603982612734385,0.0033199242625987844,0.00509385425512123,0.007765583299871573,0.0030034512449265615,0.009019186405209314,0.009455931484997388,0.006055370645687148,0.013761225285895433,0.010885209087464803,0.005121115375169966,0.011203181748102359,0.006703602039600308,0.008302944902525193,0.010135029772420864,0.01290025083959009,0.013963319861711518,0.01427370496615499
YM155__0.04,0.0005575724169557146,0.0008476495481671883,0.0010456560722626562,0.0009173514402034933,0.0013827624694194133,0.0014363959786557773,0.0017009717260578882,0.0016587489851187717,0.0017493858257216675,0.0014500166386200797,0.0024714565618887286,0.0010740781130868192,0.0017227949891277607,0.002484969639341723,0.002051081017091867,0.0033066875469131177,0.0030405640189708413,0.0034097133907724756,0.003275232852433303,0.004070652748663426,0.003949944913955509,0.0033162066030356977,0.0042292526902180045,0.002700108227190161,0.0036403219579532894
Irinotecan mit 5-FU + Gefitinib__0.008,0.0013111104747578896,0.002066219385134925,0.003055122349831492,0.0017839668222071345,0.0040991401896884015,0.007453365317933137,0.008844232138891217,0.0038890874143240363,0.004664905252624815,0.005902783874029447,0.005592897509188099,0.004232532598593055,0.007695410676417939,0.010409031068901077,0.009299844639672905,0.00979443735373716,0.006793120565666114,0.006749140118362024,0.010133407270818486,0.00811706465772521,0.007370605541449852,0.006393826227049155,0.008287948445012404,0.009502471332936345,0.018778069856208512
Volasertib__0.04,0.0020236303922612554,0.0020317694962887216,0.0031742532129094246,0.0036031040950480577,0.004484356248399173,0.006624477954749081,0.007085926104798811,0.0059800350085950655,0.004198564248145072,0.0075092477572641396,0.006000851844795213,0.007156209631101792,0.009436005055738182,0.007131855956101478,0.005105656664030519,0.01056682447611846,0.014167020319290206,0.00818026982691334,0.012451217101633211,0.010109015516199795,0.009739174052872846,0.008662819921951259,0.01046333311632749,0.012181435178756066,0.01877591678220679
Gemcitabine__0.04,0.0015882692101377078,0.0024304654044835505,0.0025489278537573655,0.002141188682699365,0.00361424335084037,0.006842625195235345,0.008508540095900918,0.006420162265302155,0.004555726182299966,0.005605165100672048,0.006334241226517693,0.006982105243764128,0.007734196681245819,0.006148054439945052,0.006211301496769726,0.011293696470545117,0.013196409674135042,0.010305432493966404,0.006132424134560469,0.012450534289017608,0.010861739206229348,0.011055656522744215,0.013317248566404519,0.008486081261244397,0.012171369256440332
Bexaroten__0.04,0.0023131967108121314,0.0017776243700862826,0.0037747050407374266,0.0026896614656053857,0.005694524341758211,0.00666375918191249,0.0035546202463989885,0.0051739776007803575,0.00621873758436028,0.006866556383157378,0.006479271584853074,0.005987148980576324,0.007063372894761953,0.0097469745755762,0.009863345948217517,0.0067449870189005105,0.012965021572402617,0.007322147048904278,0.009275499457574414,0.00758841051359793,0.004564821717921664,0.009512943869620484,0.010790464675279356,0.007304405373147772,0.010678767676735165
Dasatinib__0.008,0.0021298914041794257,0.0016577475358622244,0.002789397354704753,0.0040027305989288236,0.005112136381943824,0.004270364389567054,0.005548887136140182,0.00541010349882655,0.004288784535479378,0.006420200181193387,0.006166595937200597,0.007178663584221424,0.007293559415285243,0.01032995164116048,0.01034197514271046,0.006152995354721483,0.009315311358661139,0.007404767510894969,0.006346041908860752,0.009683708192054826,0.00809787434114084,0.010900841624523736,0.010759800079751797,0.011527696938576165,0.015269523573751094
Staurosporine_500nM,0.0014787446032897818,0.002305663757439451,0.0037896445640764253,0.0020050777207195826,0.0015211265124595978,0.003769461799722021,0.003128191187075576,0.0034623864454849064,0.005093461242443384,0.0038644258086696997,0.004347689084123073,0.00362643486118712,0.004914453941110828,0.007763070545993144,0.007580546118552188,0.008171926888509084,0.008023678992410006,0.004888104526573467,0.0053146522280824345,0.009438290727187082,0.007012025686991362,0.012862253562269265,0.007110510786553117,0.00867089665943049,0.010424511341735183
Palbociclib__0.0016,0.0013376689582375594,0.0011467268771238222,0.0025168559394724787,0.003452045800845998,0.002734589080514987,0.004215112614194903,0.002790490682696659,0.00466773598014552,0.002144182385817156,0.005346680810586257,0.0038664066364410142,0.006429563856763747,0.007465174862042964,0.0052028579241866655,0.011075931142799656,0.010409149614620148,0.006718999038001835,0.007621834836386908,0.00969028769968495,0.007497363723210194,0.011158499565960881,0.0064390620524906505,0.00461065692056525,0.015256887127326563,0.015073502840262036
