,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Linifanib (ABT-869),-0.017159618225888903,-0.011902663407566492,0.0029280698879582227,0.010464598515424781,0.006312219954652025,-0.0055849705326513534,0.07459030481420213,-0.045182268320822276,0.010335133603358939,-0.0021628752753015497,0.0002102230712768442,-0.007280823797523715,-0.00882196091360267,0.14742356286492164,-0.0027779895858498723,-0.004559769137549591,-0.13938118768920466,0.023689318527677233,-0.04439966262956258,-0.09565451651915857,0.025131615516302448,-0.06442989748211539,-0.04204788589382139,0.04358371662872261,-0.05088567350382108
Y-27632 2HCl,-0.011162311424919887,0.002995941136417916,-0.006441849854484876,-0.005759378216034292,0.02329605233954713,0.029975526411475068,0.003018020964263585,0.025499253998502874,0.01151275438071178,-0.012993422879178776,-0.006429626750819352,-0.0025300338052127672,0.01841984190101974,0.008492202725576494,0.025449181900083072,0.017059593791580285,-0.014172870486765613,-0.0005020596811128582,-0.06258007638153099,-0.01923849858489506,-0.06106629652361201,0.03731282502210233,-0.007797917459578893,-0.01982895972176469,0.06309697124032217
Cediranib (AZD2171),-0.009723730844389045,0.02314204453249492,0.05421548937758319,-0.004341324681884789,-0.07586464464903774,0.11012216224583729,0.17841016658607545,-0.09478851403566177,0.03447529009951096,-0.06407406615412461,0.03334071286272538,-0.015906144594543384,-0.10927638180666835,0.07016201433437017,-0.14290622630131983,0.021825094903380936,-0.22160961273383747,0.03956794954945595,0.15930157503801493,-0.08045183379093533,0.00361763539008556,-0.038252711575698886,-0.12425044572661023,-0.02125917422888785,0.296987160563605
Avagacestat (BMS-708163),-0.00019569262198292965,0.031801415430569205,0.013841170487733437,-0.027223019158707985,-0.039786217001213306,0.05264307049099866,0.07891400305964487,-0.01613317201886919,-0.0005111957120548778,-0.020798661357193167,0.04682154481484501,-0.025849429171887605,-0.04534087395319545,0.02521509998318349,-0.0063490431297164055,0.08720772170413021,0.01991652357662139,0.004627803218187341,0.051270920324851234,0.03173700545609473,0.06844290361217563,-0.045032153368601134,-0.16394832688141575,-0.09361965933777465,0.09446864514513195
Motesanib Diphosphate (AMG-706),-0.01195229643497043,-0.019607092664294043,0.018831203961489296,0.0012470317930258937,0.03829876121033238,0.03319682832132901,0.06294683321092794,-0.04658754782559272,0.02311155796416196,-0.009137277453336862,0.025396575037652948,0.0010972492049858816,0.0016810526931069006,0.07041559149421926,-0.002739140840317915,0.06270583868707008,-0.1587967257009221,-0.00932534212775929,-0.05841841704114159,-0.10247972910062642,-0.015869243872517497,-0.03223686552849002,-0.10751190513962279,0.060604826013315106,0.145772555755316
TWS119,-0.0012972872376269915,0.002039955866634305,0.009401953610012172,0.0035192845845114784,-0.01135198749937288,0.011279011763703098,0.02198002061495936,-0.016562288615994732,0.013832109483007999,-0.004501039269744487,0.03492068874596829,-0.010725707406825463,-0.030673285621608527,-0.044850977713537,-0.03275464981591869,0.058694792597823786,-0.044322817614977264,0.0072401649177422905,-0.0057089452008198165,-0.0019780523643832446,0.028143995596316095,-0.012246106452471808,0.017041773546023074,-0.0033278382012821546,0.1691024593543763
Sunitinib Malate,0.02155636777211086,0.05739636804616534,0.018448064745919156,-0.030941538260895816,-0.08966465130710968,0.1718465743398946,0.17329426635016754,-0.13116494424245756,0.03726130562560313,-0.015132126663430445,0.06250892892928891,-0.008411124467939412,-0.09952222732457752,0.024493135708031955,-0.23302621296248582,0.1671412832821635,-0.24484234795982038,0.01695073897981795,0.037608182761508374,-0.08273885082958084,-0.028055800711189356,-0.08491907757923617,-0.2046316039690677,-0.032278305575808575,0.45347203670409125
AZ 960,-0.014922092203125504,-0.011262565259212643,-0.02528600708062998,-0.02784552748769188,0.02381657876344904,0.024079525759796078,0.015513824571225762,0.009864723876381213,0.001459982602279697,-0.04004574766550052,0.015540220537093558,-0.012532484290931206,0.020609565397503804,-0.02967043963155418,0.07236542315055214,0.10513007946237143,-0.03876060898412417,-0.01962092759182447,0.03926771375705736,-0.04837729678234648,0.029683006778569797,-0.09442735557039314,-0.060899243112577515,0.00944029246585637,0.09736956768659678
SL-327,-0.02561648769626415,0.01715379598200191,0.04215921087920445,-0.10020386484744255,-0.09908138952371778,0.17437231600772793,0.2054912411348812,-0.005368812195691676,-0.02691133112071754,-0.03441060382897612,0.0030182479713055594,-0.006738409848507801,0.010277865381230544,0.05230300820924945,0.14786474209666994,0.15123379326440306,-0.13553764895729573,0.0019070965407281832,-0.008623942239310432,-0.12690764913820182,-0.13413106140231126,-0.07218138880377593,-0.08459580127263934,0.1021416245379887,0.35494731097819554
MK-0752,0.00663502891661045,0.00156231854193602,0.02661663935056847,-0.0016641123203739497,-0.017541348072429182,0.044899138696294624,0.06060017792130355,-0.007895878594779464,0.009190998380975268,0.0041925811322188825,0.004513487474541886,-0.0268594917983608,-0.034881365991190544,0.06216461274184169,-0.044671319093189034,0.034978965505847295,-0.05768251214492863,0.03090470809571618,-0.036071390273557234,0.033039828674351006,0.04621239336822899,-0.021474666466549767,-0.02854649341207216,-0.06201034449132412,0.09253341579301833
