# ROC Data for D054T01 classifier applied to D027T01 data for channels FITC
# AUC: 0.754368738061
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.0055309734513274336,0.016519823788546256
0.9,0.017699115044247787,0.053964757709251104
0.8,0.035398230088495575,0.12444933920704845
0.7,0.07411504424778761,0.22026431718061673
0.6,0.11946902654867257,0.34801762114537443
0.5,0.2079646017699115,0.5308370044052864
0.4,0.3108407079646018,0.7169603524229075
0.3,0.39823008849557523,0.816079295154185
0.2,0.5176991150442478,0.8799559471365639
0.1,0.6891592920353983,0.9559471365638766
0.0,1.0,1.0
