# ROC Data for D046T01 classifier applied to D021T01 data
# AUC: 0.944404100098
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.002053388090349076
0.9,0.0020325203252032522,0.018480492813141684
0.8,0.006097560975609756,0.09856262833675565
0.7,0.006097560975609756,0.21765913757700206
0.6,0.022357723577235773,0.4394250513347023
0.5,0.046747967479674794,0.6673511293634496
0.4,0.06910569105691057,0.8069815195071869
0.3,0.11991869918699187,0.9014373716632443
0.2,0.21138211382113822,0.9548254620123203
0.1,0.3902439024390244,0.9897330595482546
0.0,1.0,1.0
