# ROC Data for D027T01 classifier applied to D010T01 data for channels Actin_DAPI
# AUC: 0.844525431847
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.002070393374741201,0.10820895522388059
0.9,0.020703933747412008,0.2462686567164179
0.8,0.060041407867494824,0.40111940298507465
0.7,0.07867494824016563,0.5167910447761194
0.6,0.13043478260869565,0.6380597014925373
0.5,0.20910973084886128,0.7350746268656716
0.4,0.3333333333333333,0.8227611940298507
0.3,0.42028985507246375,0.9048507462686567
0.2,0.5403726708074534,0.9496268656716418
0.1,0.6790890269151139,0.9850746268656716
0.0,1.0,1.0
