# ROC Data for D022T01 classifier applied to D046T01 data
# AUC: 0.915878950339
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.03365384615384615
0.9,0.0,0.10817307692307693
0.8,0.011286681715575621,0.23076923076923078
0.7,0.013544018058690745,0.41586538461538464
0.6,0.045146726862302484,0.5865384615384616
0.5,0.10609480812641084,0.8004807692307693
0.4,0.23927765237020315,0.9038461538461539
0.3,0.42663656884875845,0.9639423076923077
0.2,0.654627539503386,0.9879807692307693
0.1,0.8577878103837472,1.0
0.0,1.0,1.0
