# ROC Data for D022T01 classifier applied to D013T01 data for channels Actin_DAPI
# AUC: 0.852101104765
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.001183431952662722,0.05433526011560694
0.9,0.004733727810650888,0.1699421965317919
0.8,0.02485207100591716,0.3086705202312139
0.7,0.05207100591715976,0.4751445086705202
0.6,0.10414201183431952,0.5965317919075145
0.5,0.16568047337278108,0.7028901734104046
0.4,0.2556213017751479,0.8
0.3,0.3455621301775148,0.869364161849711
0.2,0.47928994082840237,0.922543352601156
0.1,0.6224852071005917,0.9641618497109826
0.0,1.0,1.0
