# ROC Data for D030T01 classifier applied to D018T01 data
# AUC: 0.948176268176
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.031746031746031744
0.9,0.0048484848484848485,0.10989010989010989
0.8,0.008484848484848486,0.2967032967032967
0.7,0.019393939393939394,0.5067155067155067
0.6,0.04242424242424243,0.6947496947496947
0.5,0.08484848484848485,0.8205128205128205
0.4,0.14424242424242426,0.9120879120879121
0.3,0.22424242424242424,0.960927960927961
0.2,0.3503030303030303,0.9841269841269841
0.1,0.593939393939394,1.0
0.0,1.0,1.0
