# ROC Data for D022T01 classifier applied to D013T01 data for channels FITC
# AUC: 0.878064629987
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.004722550177095631,0.055619930475086905
0.9,0.03305785123966942,0.21089223638470453
0.8,0.07674144037780402,0.4322132097334878
0.7,0.12987012987012986,0.6315179606025493
0.6,0.1770956316410862,0.7949015063731171
0.5,0.2243211334120425,0.8829663962920047
0.4,0.3069657615112161,0.929316338354577
0.3,0.3860684769775679,0.9617612977983777
0.2,0.5088547815820543,0.9872537659327926
0.1,0.7225501770956316,0.9976825028968713
0.0,1.0,1.0
