# ROC Data for D020T02 classifier applied to D010T01 data for channels Actin
# AUC: 0.754779720576
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.019342359767891684,0.08764940239043825
0.9,0.09090909090909091,0.2908366533864542
0.8,0.19148936170212766,0.4820717131474104
0.7,0.3152804642166344,0.647410358565737
0.6,0.37524177949709864,0.7310756972111554
0.5,0.40038684719535783,0.8087649402390438
0.4,0.4506769825918762,0.8705179282868526
0.3,0.5261121856866537,0.9183266932270916
0.2,0.6499032882011605,0.9641434262948207
0.1,0.8143133462282398,0.9860557768924303
0.0,1.0,1.0
