# ROC Data for D018T01 classifier applied to D020T01 data for channels FITC
# AUC: 0.824035404314
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.004640371229698376,0.0049382716049382715
0.9,0.0069605568445475635,0.019753086419753086
0.8,0.018561484918793503,0.08148148148148149
0.7,0.037122969837587005,0.15555555555555556
0.6,0.09280742459396751,0.3111111111111111
0.5,0.16473317865429235,0.48148148148148145
0.4,0.20649651972157773,0.6222222222222222
0.3,0.25754060324825984,0.7703703703703704
0.2,0.28306264501160094,0.9061728395061729
0.1,0.3480278422273782,0.9604938271604938
0.0,1.0,1.0
