# ROC Data for D027T01 classifier applied to D013T01 data for channels Actin
# AUC: 0.754494647194
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.005780346820809248,0.01775147928994083
0.9,0.03121387283236994,0.06745562130177515
0.8,0.07398843930635839,0.1727810650887574
0.7,0.1699421965317919,0.3621301775147929
0.6,0.26473988439306356,0.5846153846153846
0.5,0.3872832369942196,0.808284023668639
0.4,0.5028901734104047,0.9408284023668639
0.3,0.6069364161849711,0.978698224852071
0.2,0.7121387283236994,0.9952662721893492
0.1,0.8473988439306358,1.0
0.0,1.0,1.0
