# ROC Data for D021T01 classifier applied to D018T01 data
# AUC: 0.931535871536
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.0012121212121212121,0.015873015873015872
0.9,0.0024242424242424242,0.03907203907203907
0.8,0.013333333333333334,0.11233211233211234
0.7,0.03151515151515152,0.21978021978021978
0.6,0.044848484848484846,0.38583638583638585
0.5,0.059393939393939395,0.5995115995115995
0.4,0.08727272727272728,0.7851037851037851
0.3,0.12363636363636364,0.9023199023199023
0.2,0.17212121212121212,0.960927960927961
0.1,0.27636363636363637,0.989010989010989
0.0,1.0,1.0
