,Importance
x.b.b.mean,0.00562219253282679
x.b.b.sd,0.001551343936956309
x.b.b.mad,0.0032714393931486292
x.b.b.q001,0.0061575268393007756
x.b.b.q005,0.010454853979475846
x.b.b.q05,0.010363450628948842
x.b.b.q095,0.0014114163967506438
x.b.b.q099,0.003698724748341305
x.b.m.cx,0.003773383738363949
x.b.m.cy,0.003221978190664658
x.b.m.majoraxis,0.008610689275364732
x.b.m.eccentricity,0.002603045412330353
x.b.m.theta,0.003649740051336131
x.b.h.asm.s1,0.001801734335845715
x.b.h.con.s1,0.002000211379336516
x.b.h.cor.s1,0.004741002493456617
x.b.h.var.s1,0.0025632439496432987
x.b.h.idm.s1,0.0023050017509303766
x.b.h.sav.s1,0.005854241241204754
x.b.h.sva.s1,0.012809839815394145
x.b.h.sen.s1,0.006794892497991647
x.b.h.ent.s1,0.0016618548716490003
x.b.h.dva.s1,0.001504625607949013
x.b.h.den.s1,0.002336385248495382
x.b.h.f12.s1,0.003008936879920698
x.b.h.f13.s1,0.0030828643822109116
x.b.h.asm.s2,0.0007972283427624634
x.b.h.con.s2,0.0032866644349643934
x.b.h.cor.s2,0.003249447365829284
x.b.h.var.s2,0.0030055567732198613
x.b.h.idm.s2,0.003251219134487075
x.b.h.sav.s2,0.008291889573405447
x.b.h.sva.s2,0.006336206507233213
x.b.h.sen.s2,0.0013452308388885333
x.b.h.ent.s2,0.0028477670635852757
x.b.h.dva.s2,0.002235385386672831
x.b.h.den.s2,0.04362030834608394
x.b.h.f12.s2,0.004010812650111926
x.b.h.f13.s2,0.002370071939875559
x.b.h.asm.s4,0.0020004420845091183
x.b.h.con.s4,0.0032019487326003676
x.b.h.cor.s4,0.014892284430678268
x.b.h.var.s4,0.0015441673924402332
x.b.h.idm.s4,0.03810332612790145
x.b.h.sav.s4,0.0018188651171990207
x.b.h.sva.s4,0.0028498693107205284
x.b.h.sen.s4,0.002032807089628136
x.b.h.ent.s4,0.0019161776096653007
x.b.h.dva.s4,0.0040295133448308585
x.b.h.den.s4,0.02184531109727435
x.b.h.f12.s4,0.003673971683493548
x.b.h.f13.s4,0.0021976511323830053
x.b.h.asm.s8,0.005788202228316915
x.b.h.con.s8,0.0023896709331634024
x.b.h.cor.s8,0.01855075514259372
x.b.h.var.s8,0.0009736320089170497
x.b.h.idm.s8,0.002191290980304186
x.b.h.sav.s8,0.001376336415514928
x.b.h.sva.s8,0.003445474773345247
x.b.h.sen.s8,0.00227006038042585
x.b.h.ent.s8,0.0006047106827248289
x.b.h.dva.s8,0.0025394167300899243
x.b.h.den.s8,0.010338393089750892
x.b.h.f12.s8,0.0020904229067244375
x.b.h.f13.s8,0.0038499920204147936
x.b.h.asm.s16,0.0
x.b.h.con.s16,0.0
x.b.h.cor.s16,0.0
x.b.h.var.s16,0.0
x.b.h.idm.s16,0.0
x.b.h.sav.s16,0.0
x.b.h.sva.s16,0.0
x.b.h.sen.s16,0.0
x.b.h.ent.s16,0.0
x.b.h.dva.s16,0.0
x.b.h.den.s16,0.0
x.b.h.f12.s16,0.0
x.b.h.f13.s16,0.0
x.b.h.asm.s32,0.0
x.b.h.con.s32,0.0
x.b.h.cor.s32,0.0
x.b.h.var.s32,0.0
x.b.h.idm.s32,0.0
x.b.h.sav.s32,0.0
x.b.h.sva.s32,0.0
x.b.h.sen.s32,0.0
x.b.h.ent.s32,0.0
x.b.h.dva.s32,0.0
x.b.h.den.s32,0.0
x.b.h.f12.s32,0.0
x.b.h.f13.s32,0.0
x.b.h.asm.s64,0.0
x.b.h.con.s64,0.0
x.b.h.cor.s64,0.0
x.b.h.var.s64,0.0
x.b.h.idm.s64,0.0
x.b.h.sav.s64,0.0
x.b.h.sva.s64,0.0
x.b.h.sen.s64,0.0
x.b.h.ent.s64,0.0
x.b.h.dva.s64,0.0
x.b.h.den.s64,0.0
x.b.h.f12.s64,0.0
x.b.h.f13.s64,0.0
x.b.h.asm.s128,0.0
x.b.h.con.s128,0.0
x.b.h.cor.s128,0.0
x.b.h.var.s128,0.0
x.b.h.idm.s128,0.0
x.b.h.sav.s128,0.0
x.b.h.sva.s128,0.0
x.b.h.sen.s128,0.0
x.b.h.ent.s128,0.0
x.b.h.dva.s128,0.0
x.b.h.den.s128,0.0
x.b.h.f12.s128,0.0
x.b.h.f13.s128,0.0
x.b.h.asm.s256,0.0
x.b.h.con.s256,0.0
x.b.h.cor.s256,0.0
x.b.h.var.s256,0.0
x.b.h.idm.s256,0.0
x.b.h.sav.s256,0.0
x.b.h.sva.s256,0.0
x.b.h.sen.s256,0.0
x.b.h.ent.s256,0.0
x.b.h.dva.s256,0.0
x.b.h.den.s256,0.0
x.b.h.f12.s256,0.0
x.b.h.f13.s256,0.0
x.Bb.b.mean,0.008164954635261608
x.Bb.b.sd,0.008445803609541258
x.Bb.b.mad,0.044482218239170965
x.Bb.b.q001,0.007623227085018776
x.Bb.b.q005,0.06410508640165703
x.Bb.b.q05,0.04123135063667493
x.Bb.b.q095,0.007329794349634917
x.Bb.b.q099,0.003571721873923888
x.Bb.m.cx,0.0033747611647465562
x.Bb.m.cy,0.001458011664291681
x.Bb.m.majoraxis,0.009926707328118619
x.Bb.m.eccentricity,0.006828039930090085
x.Bb.m.theta,0.002373378666878358
x.Bb.h.asm.s1,0.106483010200298
x.Bb.h.con.s1,0.00668971350496102
x.Bb.h.cor.s1,0.004043292018002709
x.Bb.h.var.s1,0.0036359575822452646
x.Bb.h.idm.s1,0.0022956107206853044
x.Bb.h.sav.s1,0.0018567816430006868
x.Bb.h.sva.s1,0.00256534128025323
x.Bb.h.sen.s1,0.004054918004733654
x.Bb.h.ent.s1,0.006973793402050438
x.Bb.h.dva.s1,0.003709709856683
x.Bb.h.den.s1,0.0083119602607899
x.Bb.h.f12.s1,0.003557189894379774
x.Bb.h.f13.s1,0.005013778664996383
x.Bb.h.asm.s2,0.008152280144290449
x.Bb.h.con.s2,0.0037831046228263402
x.Bb.h.cor.s2,0.0037926035924461137
x.Bb.h.var.s2,0.001290813179490115
x.Bb.h.idm.s2,0.004429990233426653
x.Bb.h.sav.s2,0.03404139519494809
x.Bb.h.sva.s2,0.0013331678681587644
x.Bb.h.sen.s2,0.002662609537393941
x.Bb.h.ent.s2,0.0017153216462862408
x.Bb.h.dva.s2,0.0030076080603495736
x.Bb.h.den.s2,0.010238717850629988
x.Bb.h.f12.s2,0.00915209573077751
x.Bb.h.f13.s2,0.005150957450063736
x.Bb.h.asm.s4,0.01036648409153737
x.Bb.h.con.s4,0.0032999810363906
x.Bb.h.cor.s4,0.007100965108220637
x.Bb.h.var.s4,0.0017648941183517008
x.Bb.h.idm.s4,0.005085543023975641
x.Bb.h.sav.s4,0.0028871658990530587
x.Bb.h.sva.s4,0.0016473452207314582
x.Bb.h.sen.s4,0.03852975578908823
x.Bb.h.ent.s4,0.003725799455507222
x.Bb.h.dva.s4,0.011709379706111859
x.Bb.h.den.s4,0.052785112538595094
x.Bb.h.f12.s4,0.0037104319017261605
x.Bb.h.f13.s4,0.004308281594955429
x.Bb.h.asm.s8,0.0016997715406956173
x.Bb.h.con.s8,0.0033553178951026023
x.Bb.h.cor.s8,0.0033789558953264596
x.Bb.h.var.s8,0.0014249223702331418
x.Bb.h.idm.s8,0.002406067130497079
x.Bb.h.sav.s8,0.002093116800234148
x.Bb.h.sva.s8,0.0030318109665754653
x.Bb.h.sen.s8,0.002891224877372078
x.Bb.h.ent.s8,0.005468357133951411
x.Bb.h.dva.s8,0.0039340048550089365
x.Bb.h.den.s8,0.0016418729332595236
x.Bb.h.f12.s8,0.004990899929270748
x.Bb.h.f13.s8,0.0038886590784855735
x.Bb.h.asm.s16,0.0
x.Bb.h.con.s16,0.0
x.Bb.h.cor.s16,0.0
x.Bb.h.var.s16,0.0
x.Bb.h.idm.s16,0.0
x.Bb.h.sav.s16,0.0
x.Bb.h.sva.s16,0.0
x.Bb.h.sen.s16,0.0
x.Bb.h.ent.s16,0.0
x.Bb.h.dva.s16,0.0
x.Bb.h.den.s16,0.0
x.Bb.h.f12.s16,0.0
x.Bb.h.f13.s16,0.0
x.Bb.h.asm.s32,0.0
x.Bb.h.con.s32,0.0
x.Bb.h.cor.s32,0.0
x.Bb.h.var.s32,0.0
x.Bb.h.idm.s32,0.0
x.Bb.h.sav.s32,0.0
x.Bb.h.sva.s32,0.0
x.Bb.h.sen.s32,0.0
x.Bb.h.ent.s32,0.0
x.Bb.h.dva.s32,0.0
x.Bb.h.den.s32,0.0
x.Bb.h.f12.s32,0.0
x.Bb.h.f13.s32,0.0
x.Bb.h.asm.s64,0.0
x.Bb.h.con.s64,0.0
x.Bb.h.cor.s64,0.0
x.Bb.h.var.s64,0.0
x.Bb.h.idm.s64,0.0
x.Bb.h.sav.s64,0.0
x.Bb.h.sva.s64,0.0
x.Bb.h.sen.s64,0.0
x.Bb.h.ent.s64,0.0
x.Bb.h.dva.s64,0.0
x.Bb.h.den.s64,0.0
x.Bb.h.f12.s64,0.0
x.Bb.h.f13.s64,0.0
x.Bb.h.asm.s128,0.0
x.Bb.h.con.s128,0.0
x.Bb.h.cor.s128,0.0
x.Bb.h.var.s128,0.0
x.Bb.h.idm.s128,0.0
x.Bb.h.sav.s128,0.0
x.Bb.h.sva.s128,0.0
x.Bb.h.sen.s128,0.0
x.Bb.h.ent.s128,0.0
x.Bb.h.dva.s128,0.0
x.Bb.h.den.s128,0.0
x.Bb.h.f12.s128,0.0
x.Bb.h.f13.s128,0.0
x.Bb.h.asm.s256,0.0
x.Bb.h.con.s256,0.0
x.Bb.h.cor.s256,0.0
x.Bb.h.var.s256,0.0
x.Bb.h.idm.s256,0.0
x.Bb.h.sav.s256,0.0
x.Bb.h.sva.s256,0.0
x.Bb.h.sen.s256,0.0
x.Bb.h.ent.s256,0.0
x.Bb.h.dva.s256,0.0
x.Bb.h.den.s256,0.0
x.Bb.h.f12.s256,0.0
x.Bb.h.f13.s256,0.0
