# ROC Data for D004T01 classifier applied to D020T02 data for channels DAPI
# AUC: 0.638828850464
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.005763688760806916,0.008333333333333333
0.9,0.020172910662824207,0.03611111111111111
0.8,0.05763688760806916,0.06111111111111111
0.7,0.07780979827089338,0.08055555555555556
0.6,0.11239193083573487,0.12777777777777777
0.5,0.15561959654178675,0.18888888888888888
0.4,0.19596541786743515,0.23333333333333334
0.3,0.2507204610951009,0.38055555555555554
0.2,0.3170028818443804,0.5416666666666666
0.1,0.4092219020172911,0.7277777777777777
0.0,1.0,1.0
