,Importance
x.a.b.mean,0.0018082504103201901
x.a.b.sd,0.000420191567623741
x.a.b.mad,0.0013111228433033474
x.a.b.q001,0.03836052575580928
x.a.b.q005,0.018875445657648548
x.a.b.q05,0.055636782523007786
x.a.b.q095,0.0007195366187354764
x.a.b.q099,0.00039878062192075724
x.a.m.cx,0.0007649077885345055
x.a.m.cy,0.00048296874400613373
x.a.m.majoraxis,0.00022952801571481186
x.a.m.eccentricity,0.0005779036927869416
x.a.m.theta,0.00027953256363582164
x.a.h.asm.s1,0.0014006424854437097
x.a.h.con.s1,0.00042282354581743234
x.a.h.cor.s1,0.00023459409954703546
x.a.h.var.s1,0.002118816383290926
x.a.h.idm.s1,0.0008542091005614493
x.a.h.sav.s1,0.019279760202016154
x.a.h.sva.s1,0.013802842958182834
x.a.h.sen.s1,0.00013884785575263227
x.a.h.ent.s1,0.0017071381115578606
x.a.h.dva.s1,0.0008826250149445245
x.a.h.den.s1,0.0005928474996387405
x.a.h.f12.s1,0.0018024591547983354
x.a.h.f13.s1,0.0003240976826241986
x.a.h.asm.s2,0.004238619587733144
x.a.h.con.s2,1.4677792299185668e-05
x.a.h.cor.s2,0.00044657894583609043
x.a.h.var.s2,0.0006979776105208516
x.a.h.idm.s2,0.001185381386649786
x.a.h.sav.s2,0.012550702112002644
x.a.h.sva.s2,0.0001830390895272304
x.a.h.sen.s2,0.0017304211183558037
x.a.h.ent.s2,0.00031853875459936
x.a.h.dva.s2,0.00531012117732674
x.a.h.den.s2,0.000269526013299916
x.a.h.f12.s2,0.0008296355786396494
x.a.h.f13.s2,0.0014734477244046844
x.a.h.asm.s4,0.0005321827106289892
x.a.h.con.s4,0.000374803137335689
x.a.h.cor.s4,0.0007835809881880011
x.a.h.var.s4,0.0398875072747465
x.a.h.idm.s4,0.00032465802228732153
x.a.h.sav.s4,0.0006139193235654239
x.a.h.sva.s4,0.0011241877224743458
x.a.h.sen.s4,0.0006566344168663314
x.a.h.ent.s4,0.0004061509891274997
x.a.h.dva.s4,0.0002970912948282384
x.a.h.den.s4,0.0001475178213219298
x.a.h.f12.s4,0.0005895207481416739
x.a.h.f13.s4,0.00015705041058144362
x.a.h.asm.s8,0.0005627487719892744
x.a.h.con.s8,0.00026769058182202053
x.a.h.cor.s8,0.0006414531007525165
x.a.h.var.s8,0.002268491717480742
x.a.h.idm.s8,0.0
x.a.h.sav.s8,0.05560700607274251
x.a.h.sva.s8,0.0005621543227541295
x.a.h.sen.s8,0.00014626591608547812
x.a.h.ent.s8,0.0007643874549723955
x.a.h.dva.s8,0.000584232653794268
x.a.h.den.s8,0.04245760608800182
x.a.h.f12.s8,0.00047904429359758876
x.a.h.f13.s8,0.0
x.a.h.asm.s16,0.000412685447783986
x.a.h.con.s16,0.0004255472518719103
x.a.h.cor.s16,0.0001284502915883938
