# ROC Data for D013T01 classifier applied to D027T01 data for channels DAPI
# AUC: 0.81408715128
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.003436426116838488,0.054313099041533544
0.9,0.016036655211912942,0.16080937167199147
0.8,0.0572737686139748,0.29179978700745474
0.7,0.11225658648339061,0.4398296059637913
0.6,0.18098510882016036,0.5910543130990416
0.5,0.2600229095074456,0.7124600638977636
0.4,0.3470790378006873,0.8370607028753994
0.3,0.44788087056128295,0.919062832800852
0.2,0.5693012600229095,0.9659211927582535
0.1,0.7457044673539519,0.9914802981895634
0.0,1.0,1.0
