# ROC Data for D019T01 classifier applied to D004T01 data for channels Actin
# AUC: 0.942288809887
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.055865921787709494
0.9,0.0030303030303030303,0.15921787709497207
0.8,0.00909090909090909,0.3268156424581006
0.7,0.03636363636363636,0.5139664804469274
0.6,0.05757575757575758,0.6620111731843575
0.5,0.09393939393939393,0.8128491620111732
0.4,0.13333333333333333,0.9022346368715084
0.3,0.22121212121212122,0.9581005586592178
0.2,0.3242424242424242,0.9888268156424581
0.1,0.48484848484848486,0.9972067039106145
0.0,1.0,1.0
