# ROC Data for D019T01 classifier applied to D027T01 data for channels FITC
# AUC: 0.74426618358
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.0022123893805309734,0.003303964757709251
0.9,0.00663716814159292,0.013215859030837005
0.8,0.022123893805309734,0.05947136563876652
0.7,0.06637168141592921,0.15859030837004406
0.6,0.11836283185840708,0.30066079295154186
0.5,0.16592920353982302,0.44493392070484583
0.4,0.19911504424778761,0.5198237885462555
0.3,0.21902654867256638,0.5969162995594713
0.2,0.2488938053097345,0.6894273127753304
0.1,0.3086283185840708,0.789647577092511
0.0,1.0,1.0
