# ROC Data for D055T01 classifier applied to D013T01 data for channels FITC
# AUC: 0.784846934378
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.004634994206257242
0.9,0.0011806375442739079,0.023174971031286212
0.8,0.014167650531286895,0.046349942062572425
0.7,0.031877213695395513,0.0776361529548088
0.6,0.06847697756788666,0.17033603707995365
0.5,0.10979929161747344,0.3105446118192352
0.4,0.16646989374262103,0.5191193511008111
0.3,0.2396694214876033,0.7346465816917729
0.2,0.3412042502951594,0.8621089223638471
0.1,0.6233766233766234,0.936268829663963
0.0,1.0,1.0
