# ROC Data for D007T01 classifier applied to D021T01 data for channels Actin_DAPI
# AUC: 0.893192311867
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.004016064257028112,0.0
0.9,0.008032128514056224,0.004158004158004158
0.8,0.014056224899598393,0.016632016632016633
0.7,0.024096385542168676,0.08523908523908524
0.6,0.05622489959839357,0.24116424116424118
0.5,0.08032128514056225,0.4553014553014553
0.4,0.14056224899598393,0.7276507276507277
0.3,0.18674698795180722,0.8918918918918919
0.2,0.27309236947791166,0.9854469854469855
0.1,0.4457831325301205,0.997920997920998
0.0,1.0,1.0
