# ROC Data for D022T01 classifier applied to D007T01 data for channels DAPI
# AUC: 0.855896295692
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.005780346820809248,0.07376523412443874
0.9,0.023763648041104687,0.2020525978191148
0.8,0.04945407835581246,0.3470173187940988
0.7,0.0892742453436095,0.4913406029506094
0.6,0.1355170199100835,0.6305323925593329
0.5,0.2010276172125883,0.7504810776138551
0.4,0.28516377649325625,0.8588838999358563
0.3,0.3988439306358382,0.9300833867864016
0.2,0.5728965960179833,0.9724182168056447
0.1,0.7771355170199101,0.9955099422706863
0.0,1.0,1.0
