# ROC Data for D021T01 classifier applied to D020T02 data for channels Actin_DAPI
# AUC: 0.816062529045
Threshold,FalsePosRate,TruePosRate
0.9,0.0,0.005865102639296188
0.8,0.0,0.02346041055718475
0.7,0.00273224043715847,0.06451612903225806
0.6,0.01366120218579235,0.12903225806451613
0.5,0.0273224043715847,0.18181818181818182
0.4,0.040983606557377046,0.2961876832844575
0.3,0.07650273224043716,0.4838709677419355
0.2,0.1284153005464481,0.6480938416422287
0.1,0.2185792349726776,0.7947214076246334
0.0,1.0,1.0
