# ROC Data for D030T01 classifier applied to D018T01 data for channels Actin
# AUC: 0.62659292245
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.0049504950495049506,0.007177033492822967
0.9,0.012376237623762377,0.03588516746411483
0.8,0.0297029702970297,0.09210526315789473
0.7,0.0853960396039604,0.15430622009569378
0.6,0.12871287128712872,0.23086124401913877
0.5,0.20915841584158415,0.34688995215311
0.4,0.3155940594059406,0.46411483253588515
0.3,0.452970297029703,0.6208133971291866
0.2,0.5891089108910891,0.757177033492823
0.1,0.75,0.9222488038277512
0.0,1.0,1.0
