# ROC Data for D018T01 classifier applied to D054T01 data
# AUC: 0.904939591428
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.1279373368146214
0.9,0.0026246719160104987,0.2898172323759791
0.8,0.013123359580052493,0.3785900783289817
0.7,0.01837270341207349,0.4804177545691906
0.6,0.03412073490813648,0.556135770234987
0.5,0.06824146981627296,0.660574412532637
0.4,0.09973753280839895,0.720626631853786
0.3,0.14173228346456693,0.7859007832898173
0.2,0.1784776902887139,0.8459530026109661
0.1,0.31496062992125984,0.9399477806788512
0.0,1.0,1.0
