,Importance
x.c.b.mean,0.004845722583694073
x.c.b.sd,0.0012836559541787463
x.c.b.mad,0.004671541806303899
x.c.b.q001,0.0006358199663420033
x.c.b.q005,0.0026869036462990573
x.c.b.q05,0.0170581357441987
x.c.b.q095,0.0022769308797885106
x.c.b.q099,0.004689390903309251
x.c.m.cx,0.003537264884841839
x.c.m.cy,0.0017241962853269018
x.c.m.majoraxis,0.002725538198891319
x.c.m.eccentricity,0.0017666319233815148
x.c.m.theta,0.0035362205447558416
x.c.h.asm.s1,0.0012968708952883902
x.c.h.con.s1,0.0011001469295928354
x.c.h.cor.s1,0.002522093893400792
x.c.h.var.s1,0.0007158002984483217
x.c.h.idm.s1,0.0006234856848884392
x.c.h.sav.s1,0.0021944228980609964
x.c.h.sva.s1,0.003281575306252342
x.c.h.sen.s1,0.0006766954269508817
x.c.h.ent.s1,0.0011529640650021103
x.c.h.dva.s1,0.0028514022854814816
x.c.h.den.s1,0.0015048367049555556
x.c.h.f12.s1,0.005718418894510942
x.c.h.f13.s1,0.003786673726930127
x.c.h.asm.s2,0.0008607838016987258
x.c.h.con.s2,0.0047992620925918945
x.c.h.cor.s2,0.0015419119457126618
x.c.h.var.s2,0.0005495547930249171
x.c.h.idm.s2,0.002003343111355957
x.c.h.sav.s2,0.0015244556633485856
x.c.h.sva.s2,0.005285533606593144
x.c.h.sen.s2,0.0
x.c.h.ent.s2,0.002952963997669993
x.c.h.dva.s2,0.0012834644712318623
x.c.h.den.s2,0.00035368771913428347
x.c.h.f12.s2,0.0032901769993439354
x.c.h.f13.s2,0.10336094360958772
x.c.h.asm.s4,0.002957661716692243
x.c.h.con.s4,0.002410843804903897
x.c.h.cor.s4,0.0701895231013446
x.c.h.var.s4,0.004108665669397759
x.c.h.idm.s4,0.0034628842256776158
x.c.h.sav.s4,0.003601374266794044
x.c.h.sva.s4,0.0016707858274558455
x.c.h.sen.s4,0.004223005641581414
x.c.h.ent.s4,0.003427674064937266
x.c.h.dva.s4,0.002794388073265745
x.c.h.den.s4,0.007110741005552311
x.c.h.f12.s4,0.0006085541735832954
x.c.h.f13.s4,0.003851570970260158
x.c.h.asm.s8,0.04045507191096158
x.c.h.con.s8,0.0016553237413162603
x.c.h.cor.s8,0.003962953117232784
x.c.h.var.s8,0.0023757137805533717
x.c.h.idm.s8,0.000900404239458122
x.c.h.sav.s8,0.0022109505280711508
x.c.h.sva.s8,0.0010030602019188862
x.c.h.sen.s8,0.0011198898968208355
x.c.h.ent.s8,0.007968732510660853
x.c.h.dva.s8,0.0024406195764758378
x.c.h.den.s8,0.0
x.c.h.f12.s8,0.0007784412769112791
x.c.h.f13.s8,0.0018586468973629526
x.c.h.asm.s16,0.0009354130827870611
x.c.h.con.s16,0.0013804269388672443
x.c.h.cor.s16,0.0008728306099665074
x.c.h.var.s16,0.001138354491714454
x.c.h.idm.s16,0.0017401211486505793
x.c.h.sav.s16,0.0010196269716403502
x.c.h.sva.s16,0.002447470899617051
x.c.h.sen.s16,0.00018693034211345782
x.c.h.ent.s16,0.0013795660880270703
x.c.h.dva.s16,0.0007054181713649572
x.c.h.den.s16,0.0
x.c.h.f12.s16,0.0013636223188612966
x.c.h.f13.s16,0.0006699360687687536
x.c.h.asm.s32,0.0015877435593088262
x.c.h.con.s32,0.03683231581994299
x.c.h.cor.s32,0.0
x.c.h.var.s32,0.04181633498028069
x.c.h.idm.s32,0.00026862006750274896
x.c.h.sav.s32,0.0038076435755685207
x.c.h.sva.s32,0.039748121506992876
x.c.h.sen.s32,7.800408473817608e-05
x.c.h.ent.s32,0.0
x.c.h.dva.s32,0.0014290508000879667
x.c.h.den.s32,0.0
x.c.h.f12.s32,0.0
x.c.h.f13.s32,0.018100991736133117
x.c.h.asm.s64,0.0
x.c.h.con.s64,0.0
x.c.h.cor.s64,0.0
