# ROC Data for D054T01 classifier applied to D019T01 data
# AUC: 0.954145188022
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.001224739742804654,0.03917910447761194
0.9,0.001837109614206981,0.15360696517412936
0.8,0.009185548071034905,0.35758706467661694
0.7,0.020820575627679118,0.5883084577114428
0.6,0.054500918554807105,0.7730099502487562
0.5,0.11451316595223515,0.888681592039801
0.4,0.22045315370483773,0.9720149253731343
0.3,0.3631353337415799,0.9900497512437811
0.2,0.5590936925903246,0.9981343283582089
0.1,0.7856705450091855,0.9993781094527363
0.0,1.0,1.0
