# ROC Data for D004T01 classifier applied to D027T01 data for channels Actin
# AUC: 0.689461883408
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.004347826086956522
0.9,0.04932735426008968,0.09239130434782608
0.8,0.1984304932735426,0.28043478260869564
0.7,0.21300448430493274,0.36195652173913045
0.6,0.21973094170403587,0.4032608695652174
0.5,0.22309417040358745,0.45217391304347826
0.4,0.22869955156950672,0.5076086956521739
0.3,0.2399103139013453,0.5652173913043478
0.2,0.2533632286995516,0.6358695652173914
0.1,0.2757847533632287,0.7086956521739131
0.0,1.0,1.0
