,Importance
x.b.b.mean,0.008248006571804358
x.b.b.sd,0.0014203752372412646
x.b.b.mad,0.004687514021813556
x.b.b.q001,0.00623665691603586
x.b.b.q005,0.002901464857393965
x.b.b.q05,0.010144866761948498
x.b.b.q095,0.0016991659057520598
x.b.b.q099,0.0023045671263624374
x.b.m.cx,0.0013696176296786077
x.b.m.cy,0.0015415548169655986
x.b.m.majoraxis,0.0020039041703120283
x.b.m.eccentricity,0.0013379673574113655
x.b.m.theta,0.0022058620531605197
x.b.h.asm.s1,0.004133013251448694
x.b.h.con.s1,0.0022149637071114487
x.b.h.cor.s1,0.010413040422731471
x.b.h.var.s1,0.0036322571894791393
x.b.h.idm.s1,0.004197833611364723
x.b.h.sav.s1,0.013277839239754927
x.b.h.sva.s1,0.007982280894650898
x.b.h.sen.s1,0.00017485937882122767
x.b.h.ent.s1,0.0
x.b.h.dva.s1,0.0018459061277304634
x.b.h.den.s1,0.001002867784864277
x.b.h.f12.s1,0.006515125376112209
x.b.h.f13.s1,0.002530428087646007
x.b.h.asm.s2,0.003714067528784793
x.b.h.con.s2,0.0018551720290738926
x.b.h.cor.s2,0.0019881080116580232
x.b.h.var.s2,0.00030229019369423695
x.b.h.idm.s2,0.0012178356086153307
x.b.h.sav.s2,0.013851748720702012
x.b.h.sva.s2,0.0033050027037474622
x.b.h.sen.s2,0.0006790236690812697
x.b.h.ent.s2,0.0021025443251504925
x.b.h.dva.s2,0.001955443712048425
x.b.h.den.s2,0.008158601579658965
x.b.h.f12.s2,0.001804176162767826
x.b.h.f13.s2,0.0034460436689973313
x.b.h.asm.s4,0.003672442274040176
x.b.h.con.s4,0.002022209510567522
x.b.h.cor.s4,0.0030558046309448654
x.b.h.var.s4,0.0014013855729803825
x.b.h.idm.s4,0.007895127570909558
x.b.h.sav.s4,0.0017353540731002148
x.b.h.sva.s4,0.002430922978630648
x.b.h.sen.s4,0.0008829683053632473
x.b.h.ent.s4,0.0016893797038356202
x.b.h.dva.s4,0.0031885236002017793
x.b.h.den.s4,0.0015010864669413996
x.b.h.f12.s4,0.004102017383754189
x.b.h.f13.s4,0.0011102204002470658
x.b.h.asm.s8,0.003971139215622777
x.b.h.con.s8,0.010904133401632833
x.b.h.cor.s8,0.003793958667983008
x.b.h.var.s8,0.0032472015534256425
x.b.h.idm.s8,0.016590323232107004
x.b.h.sav.s8,0.004485058879703267
x.b.h.sva.s8,0.00028054429025543875
x.b.h.sen.s8,0.0027782372360083537
x.b.h.ent.s8,0.0004967587468030176
x.b.h.dva.s8,0.005886144611355443
x.b.h.den.s8,0.00821745436038945
x.b.h.f12.s8,0.0030635341358520697
x.b.h.f13.s8,0.007121268174910181
x.b.h.asm.s16,0.004653002194815224
x.b.h.con.s16,0.0011610797253519597
x.b.h.cor.s16,0.004628139285021296
x.b.h.var.s16,0.003763544981475515
x.b.h.idm.s16,0.004516848476733979
x.b.h.sav.s16,0.0015185619659889495
x.b.h.sva.s16,0.0027521512740260852
x.b.h.sen.s16,0.005000044538119074
x.b.h.ent.s16,0.00029981117661472825
x.b.h.dva.s16,0.004048629132035101
x.b.h.den.s16,0.002369069758705593
x.b.h.f12.s16,0.0024583930832858115
x.b.h.f13.s16,0.0014128343275510453
x.b.h.asm.s32,0.005604534568539344
x.b.h.con.s32,0.001477280459928583
x.b.h.cor.s32,0.0025058566327477477
x.b.h.var.s32,0.003046310153690631
x.b.h.idm.s32,0.0015087727227103115
x.b.h.sav.s32,0.0003358655363499578
x.b.h.sva.s32,0.0010164560797709817
x.b.h.sen.s32,0.0
x.b.h.ent.s32,0.00023798267314963117
x.b.h.dva.s32,0.0020440335619596383
x.b.h.den.s32,0.0
x.b.h.f12.s32,0.0
x.b.h.f13.s32,0.0038172013259686437
x.b.h.asm.s64,0.0
x.b.h.con.s64,0.0
x.b.h.cor.s64,0.0
x.b.h.var.s64,0.0
x.b.h.idm.s64,0.0
x.b.h.sav.s64,0.0
x.b.h.sva.s64,0.0
x.b.h.sen.s64,0.0
x.b.h.ent.s64,0.0
x.b.h.dva.s64,0.0
x.b.h.den.s64,0.0
x.b.h.f12.s64,0.0
x.b.h.f13.s64,0.0
x.b.h.asm.s128,0.0
x.b.h.con.s128,0.0
x.b.h.cor.s128,0.0
x.b.h.var.s128,0.0
x.b.h.idm.s128,0.0
x.b.h.sav.s128,0.0
x.b.h.sva.s128,0.0
x.b.h.sen.s128,0.0
x.b.h.ent.s128,0.0
x.b.h.dva.s128,0.0
x.b.h.den.s128,0.0
x.b.h.f12.s128,0.0
x.b.h.f13.s128,0.0
x.b.h.asm.s256,0.0
x.b.h.con.s256,0.0
x.b.h.cor.s256,0.0
x.b.h.var.s256,0.0
x.b.h.idm.s256,0.0
x.b.h.sav.s256,0.0
x.b.h.sva.s256,0.0
x.b.h.sen.s256,0.0
x.b.h.ent.s256,0.0
x.b.h.dva.s256,0.0
x.b.h.den.s256,0.0
x.b.h.f12.s256,0.0
x.b.h.f13.s256,0.0
x.Bb.b.mean,0.00033679505398562123
x.Bb.b.sd,0.018187779399071353
x.Bb.b.mad,0.013618159455221327
x.Bb.b.q001,0.006245856114947826
x.Bb.b.q005,0.013029500905776672
x.Bb.b.q05,0.07217372743062193
x.Bb.b.q095,0.04173917976450555
x.Bb.b.q099,0.07504687490195691
x.Bb.m.cx,0.0012621606476377694
x.Bb.m.cy,0.001443380088412543
x.Bb.m.majoraxis,0.0027348520868665134
x.Bb.m.eccentricity,0.006215366771435349
x.Bb.m.theta,0.0012182001644517344
x.Bb.h.asm.s1,0.020012559086297618
x.Bb.h.con.s1,0.003388675777705387
x.Bb.h.cor.s1,0.04087750095121296
x.Bb.h.var.s1,0.015276880176558608
x.Bb.h.idm.s1,0.0003588695634359698
x.Bb.h.sav.s1,0.003110277849127181
x.Bb.h.sva.s1,0.003603358874757442
x.Bb.h.sen.s1,0.0
x.Bb.h.ent.s1,0.00031395855308899754
x.Bb.h.dva.s1,0.00282958198034857
x.Bb.h.den.s1,0.00023318647070034418
x.Bb.h.f12.s1,0.009465900791136192
x.Bb.h.f13.s1,0.0018721805479855896
x.Bb.h.asm.s2,0.022313444793787735
x.Bb.h.con.s2,0.0040092086289103875
x.Bb.h.cor.s2,0.03437051172272276
x.Bb.h.var.s2,0.0009302122196449396
x.Bb.h.idm.s2,0.003689624642323746
x.Bb.h.sav.s2,0.0012787628784616794
x.Bb.h.sva.s2,0.00161351212525568
x.Bb.h.sen.s2,0.001684598260292726
x.Bb.h.ent.s2,0.0026606931199489917
x.Bb.h.dva.s2,0.0329203212530942
x.Bb.h.den.s2,0.0025179582540637733
x.Bb.h.f12.s2,0.001419320883285325
x.Bb.h.f13.s2,0.01241129702030292
x.Bb.h.asm.s4,0.006824852848773125
x.Bb.h.con.s4,0.0006557948416920425
x.Bb.h.cor.s4,0.0023926844400228484
x.Bb.h.var.s4,0.0037994748090870905
x.Bb.h.idm.s4,0.00213973828121762
x.Bb.h.sav.s4,0.0006176801715731959
x.Bb.h.sva.s4,0.0002492176679998948
x.Bb.h.sen.s4,0.001632077705663694
x.Bb.h.ent.s4,0.0027238064502696493
x.Bb.h.dva.s4,0.0009316178895877895
x.Bb.h.den.s4,0.0
x.Bb.h.f12.s4,0.002951618137783324
x.Bb.h.f13.s4,0.0019417756352428789
x.Bb.h.asm.s8,0.003283512974886412
x.Bb.h.con.s8,0.011218402093683194
x.Bb.h.cor.s8,0.0023454886259216615
x.Bb.h.var.s8,0.009959222048668425
x.Bb.h.idm.s8,0.004353949060386784
x.Bb.h.sav.s8,0.005979212702652182
x.Bb.h.sva.s8,0.004211717071850254
x.Bb.h.sen.s8,0.0029945965815464876
x.Bb.h.ent.s8,0.0006037737542570965
x.Bb.h.dva.s8,0.046010773451081635
x.Bb.h.den.s8,0.002143414638360979
x.Bb.h.f12.s8,0.0017627675423254273
x.Bb.h.f13.s8,0.0
x.Bb.h.asm.s16,0.006239658145249952
x.Bb.h.con.s16,0.02528777927083988
x.Bb.h.cor.s16,0.0029855644635119376
x.Bb.h.var.s16,0.00941961290761335
x.Bb.h.idm.s16,0.002022008802328051
x.Bb.h.sav.s16,0.0017159800103090897
x.Bb.h.sva.s16,0.0016266139883990185
x.Bb.h.sen.s16,0.0025168217559200473
x.Bb.h.ent.s16,0.0009451249363542713
x.Bb.h.dva.s16,0.005980050072667558
