# ROC Data for D054T01 classifier applied to D055T01 data for channels Actin_DAPI
# AUC: 0.994483159117
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.41904761904761906
0.9,0.0,0.7238095238095238
0.8,0.0024390243902439024,0.8809523809523809
0.7,0.024390243902439025,0.9714285714285714
0.6,0.07073170731707316,0.9857142857142858
0.5,0.17560975609756097,0.9928571428571429
0.4,0.275609756097561,0.9952380952380953
0.3,0.4121951219512195,0.9976190476190476
0.2,0.5926829268292683,1.0
0.1,0.8170731707317073,1.0
0.0,1.0,1.0
