# ROC Data for D046T01 classifier applied to D030T01 data for channels Actin_DAPI
# AUC: 0.914075004719
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.0012484394506866417,0.020330368487928845
0.9,0.004993757802746567,0.08005082592121983
0.8,0.011235955056179775,0.18424396442185514
0.7,0.02746566791510612,0.3443456162642948
0.6,0.05742821473158552,0.49174078780177893
0.5,0.09987515605493133,0.6810673443456162
0.4,0.14731585518102372,0.8310038119440915
0.3,0.19975031210986266,0.9301143583227446
0.2,0.25593008739076156,0.9695044472681067
0.1,0.3857677902621723,0.9834815756035579
0.0,1.0,1.0
