# ROC Data for D021T01 classifier applied to D022T01 data for channels Actin
# AUC: 0.834376113397
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.008284023668639054,0.03659976387249114
0.9,0.014201183431952662,0.09799291617473435
0.8,0.01775147928994083,0.21487603305785125
0.7,0.022485207100591716,0.3116883116883117
0.6,0.03195266272189349,0.4025974025974026
0.5,0.047337278106508875,0.46162927981109797
0.4,0.07100591715976332,0.5218417945690673
0.3,0.20236686390532543,0.7024793388429752
0.2,0.3088757396449704,0.8181818181818182
0.1,0.48994082840236686,0.9256198347107438
0.0,1.0,1.0
