# ROC Data for D020T02 classifier applied to D020T02 data for channels Actin_DAPI
# AUC: 0.995100395814
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.6070381231671554
0.9,0.0,0.7800586510263929
0.8,0.00819672131147541,0.8768328445747801
0.7,0.01639344262295082,0.9472140762463344
0.6,0.02459016393442623,0.9648093841642229
0.5,0.0546448087431694,0.9706744868035191
0.4,0.07923497267759563,0.9912023460410557
0.3,0.13387978142076504,0.9970674486803519
0.2,0.2459016393442623,0.9970674486803519
0.1,0.4672131147540984,1.0
0.0,1.0,1.0
