# ROC Data for D054T01 classifier applied to D010T01 data for channels FITC
# AUC: 0.579922564241
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.019455252918287938,0.009900990099009901
0.9,0.07976653696498054,0.04356435643564356
0.8,0.14396887159533073,0.08712871287128712
0.7,0.19455252918287938,0.15247524752475247
0.6,0.24708171206225682,0.2316831683168317
0.5,0.3035019455252918,0.3188118811881188
0.4,0.3657587548638132,0.4178217821782178
0.3,0.42996108949416345,0.5445544554455446
0.2,0.5097276264591439,0.699009900990099
0.1,0.6284046692607004,0.8633663366336634
0.0,1.0,1.0
