# ROC Data for D021T01 classifier applied to D018T01 data for channels Actin
# AUC: 0.745624644701
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.007425742574257425,0.03349282296650718
0.9,0.009900990099009901,0.06220095693779904
0.8,0.019801980198019802,0.09090909090909091
0.7,0.034653465346534656,0.11004784688995216
0.6,0.05198019801980198,0.1507177033492823
0.5,0.08168316831683169,0.19976076555023922
0.4,0.10767326732673267,0.24880382775119617
0.3,0.14356435643564355,0.31100478468899523
0.2,0.23886138613861385,0.5514354066985646
0.1,0.4034653465346535,0.8803827751196173
0.0,1.0,1.0
