# ROC Data for D027T01 classifier applied to D018T01 data for channels DAPI
# AUC: 0.829904899272
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.006234413965087282,0.04156769596199525
0.9,0.012468827930174564,0.13539192399049882
0.8,0.04239401496259352,0.27672209026128264
0.7,0.1084788029925187,0.45724465558194777
0.6,0.17830423940149626,0.6520190023752969
0.5,0.2892768079800499,0.7874109263657957
0.4,0.40523690773067333,0.9073634204275535
0.3,0.5361596009975063,0.9667458432304038
0.2,0.6596009975062345,0.9857482185273159
0.1,0.7768079800498753,0.995249406175772
0.0,1.0,1.0
