# ROC Data for D054T01 classifier applied to D019T01 data for channels Actin
# AUC: 0.847759951013
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.002472187886279357,0.04559457794208256
0.9,0.007416563658838072,0.09796672828096119
0.8,0.02533992583436341,0.1897720271102896
0.7,0.06365883807169345,0.3752310536044362
0.6,0.15018541409147096,0.6229205175600739
0.5,0.24474660074165636,0.784966112138016
0.4,0.3430160692212608,0.9032655576093653
0.3,0.4715698393077874,0.9544054220579175
0.2,0.6161928306551298,0.984596426370918
0.1,0.7917181705809642,0.9956869993838571
0.0,1.0,1.0
