# ROC Data for D054T01 classifier applied to D019T01 data for channels DAPI
# AUC: 0.825747674051
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.0012453300124533001,0.022629969418960245
0.9,0.008717310087173101,0.07155963302752294
0.8,0.026151930261519303,0.14862385321100918
0.7,0.06102117061021171,0.272782874617737
0.6,0.12515566625155666,0.44036697247706424
0.5,0.21108343711083438,0.6519877675840978
0.4,0.3125778331257783,0.8513761467889909
0.3,0.43088418430884184,0.9541284403669725
0.2,0.5834371108343711,0.9877675840978594
0.1,0.7808219178082192,0.998776758409786
0.0,1.0,1.0
