,Importance
x.a.b.mean,0.0030187953270933137
x.a.b.sd,0.053805895008283755
x.a.b.mad,0.005575473468535026
x.a.b.q001,0.021009397494103934
x.a.b.q005,0.01172831411685488
x.a.b.q05,0.004483900796916565
x.a.b.q095,0.0377951878291323
x.a.b.q099,0.0030665141540296825
x.a.m.cx,0.0038303851481813365
x.a.m.cy,0.0017744034310475155
x.a.m.majoraxis,0.0019452843659542411
x.a.m.eccentricity,0.003496703574763384
x.a.m.theta,0.003959883530540055
x.a.h.asm.s1,0.0026580261310296814
x.a.h.con.s1,0.0002858281837158353
x.a.h.cor.s1,0.0184267762222843
x.a.h.var.s1,0.0014794544500926598
x.a.h.idm.s1,0.0046792903259342605
x.a.h.sav.s1,0.0007667453317974686
x.a.h.sva.s1,0.0
x.a.h.sen.s1,0.0
x.a.h.ent.s1,0.0009688391921705405
x.a.h.dva.s1,0.001692685693883221
x.a.h.den.s1,0.00046769765553496094
x.a.h.f12.s1,0.003868214305511896
x.a.h.f13.s1,0.0093340779793785
x.a.h.asm.s2,0.00035732956471284374
x.a.h.con.s2,0.0002815367743670918
x.a.h.cor.s2,0.0016290432067396325
x.a.h.var.s2,0.00031813858019595165
x.a.h.idm.s2,0.0
x.a.h.sav.s2,0.0009009210226543305
x.a.h.sva.s2,0.0037261269653769387
x.a.h.sen.s2,0.0013321301812711558
x.a.h.ent.s2,0.0
x.a.h.dva.s2,0.000294748886183506
x.a.h.den.s2,0.0
x.a.h.f12.s2,0.017491430970996494
x.a.h.f13.s2,0.06377087890210605
x.a.h.asm.s4,0.00223256049745401
x.a.h.con.s4,0.0013203979109009834
x.a.h.cor.s4,0.002933946891757449
x.a.h.var.s4,0.0007145704592895883
x.a.h.idm.s4,0.0
x.a.h.sav.s4,0.0016113856014056825
x.a.h.sva.s4,0.0016547665364372635
x.a.h.sen.s4,0.0123626037698446
x.a.h.ent.s4,0.0012207706779582632
x.a.h.dva.s4,0.0027488824364670372
x.a.h.den.s4,0.0015198549966039504
x.a.h.f12.s4,0.03085862457406003
x.a.h.f13.s4,0.023810819343828234
x.a.h.asm.s8,0.0013378671031163331
x.a.h.con.s8,0.00038586106623586427
x.a.h.cor.s8,0.0006034569740998595
x.a.h.var.s8,0.0011744901695878046
x.a.h.idm.s8,0.005014692890990992
x.a.h.sav.s8,0.0
x.a.h.sva.s8,0.0
x.a.h.sen.s8,0.0
x.a.h.ent.s8,0.0014048182359155102
x.a.h.dva.s8,0.0
x.a.h.den.s8,0.04220825781311843
x.a.h.f12.s8,0.0011852123461410732
x.a.h.f13.s8,0.0013651676061493154
x.a.h.asm.s16,0.00036179618427175427
x.a.h.con.s16,0.0009630967545142821
x.a.h.cor.s16,0.0005574043804905551
x.a.h.var.s16,0.05136847691931486
x.a.h.idm.s16,0.0
x.a.h.sav.s16,0.0007514757114521689
x.a.h.sva.s16,0.0
x.a.h.sen.s16,0.0
x.a.h.ent.s16,0.0
x.a.h.dva.s16,0.0010728123983997505
x.a.h.den.s16,0.0508113096756468
x.a.h.f12.s16,0.0011226027185058279
x.a.h.f13.s16,0.0005679948367704191
x.a.h.asm.s32,0.01018425975880519
x.a.h.con.s32,0.0032401857071816726
x.a.h.cor.s32,0.00061892177435168
x.a.h.var.s32,0.0009176491406853483
x.a.h.idm.s32,0.0037509546767150624
x.a.h.sav.s32,0.0009463561096676031
x.a.h.sva.s32,0.00021493114946699154
x.a.h.sen.s32,0.0007420405119920469
x.a.h.ent.s32,0.0017616107653937892
