# ROC Data for D027T01 classifier applied to D010T01 data for channels Actin
# AUC: 0.653602225527
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.019342359767891684,0.043824701195219126
0.9,0.11218568665377177,0.1294820717131474
0.8,0.2514506769825919,0.3187250996015936
0.7,0.3056092843326886,0.4243027888446215
0.6,0.34235976789168276,0.5318725099601593
0.5,0.3965183752417795,0.6334661354581673
0.4,0.44874274661508706,0.7310756972111554
0.3,0.5222437137330754,0.8386454183266933
0.2,0.6266924564796905,0.9123505976095617
0.1,0.8220502901353965,0.9741035856573705
0.0,1.0,1.0
