# ROC Data for D019T01 classifier applied to D021T01 data for channels DAPI
# AUC: 0.990196569425
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.002044989775051125,0.4142857142857143
0.9,0.006134969325153374,0.6775510204081633
0.8,0.012269938650306749,0.8183673469387756
0.7,0.024539877300613498,0.889795918367347
0.6,0.03885480572597137,0.9408163265306122
0.5,0.05112474437627812,0.9693877551020408
0.4,0.07770961145194274,0.9836734693877551
0.3,0.12269938650306748,0.9959183673469387
0.2,0.19222903885480572,1.0
0.1,0.30265848670756645,1.0
0.0,1.0,1.0
