,Importance
x.a.b.mean,0.004622692975590175
x.a.b.sd,0.00020721534456192547
x.a.b.mad,0.0036884148018240747
x.a.b.q001,0.0002767298939128278
x.a.b.q005,0.0021736202606601482
x.a.b.q05,0.0002988682854258543
x.a.b.q095,0.0005798836812312884
x.a.b.q099,0.0006140776976592957
x.a.m.cx,0.00029688083835328725
x.a.m.cy,0.00010136633023801906
x.a.m.majoraxis,0.0009958891521980944
x.a.m.eccentricity,0.0
x.a.m.theta,0.0003060337332637803
x.a.h.asm.s1,7.215743440233251e-05
x.a.h.con.s1,0.01632840372265631
x.a.h.cor.s1,0.006734997455280697
x.a.h.var.s1,0.06074398817462876
x.a.h.idm.s1,0.004695283128400784
x.a.h.sav.s1,0.0011945942647716649
x.a.h.sva.s1,0.0012059596696643005
x.a.h.sen.s1,0.0
x.a.h.ent.s1,0.0
x.a.h.dva.s1,0.002531825301541074
x.a.h.den.s1,0.0028020643230065355
x.a.h.f12.s1,0.0028547608000353566
x.a.h.f13.s1,0.07071185846992656
x.a.h.asm.s2,0.0
x.a.h.con.s2,0.0
x.a.h.cor.s2,0.0
x.a.h.var.s2,0.0
x.a.h.idm.s2,0.0
x.a.h.sav.s2,0.0
x.a.h.sva.s2,0.0
x.a.h.sen.s2,0.0
x.a.h.ent.s2,0.00030555689896986975
x.a.h.dva.s2,0.00027205292605620194
x.a.h.den.s2,0.0
x.a.h.f12.s2,0.0018266342280244725
x.a.h.f13.s2,0.0036867509116958906
x.a.h.asm.s4,0.0
x.a.h.con.s4,0.0
x.a.h.cor.s4,0.020385691447305565
x.a.h.var.s4,0.055888202695668646
x.a.h.idm.s4,0.0
x.a.h.sav.s4,0.0
x.a.h.sva.s4,0.0
x.a.h.sen.s4,0.003874335516461964
x.a.h.ent.s4,0.0
x.a.h.dva.s4,0.0
x.a.h.den.s4,0.0
x.a.h.f12.s4,0.0
x.a.h.f13.s4,0.0016007592003471007
x.a.h.asm.s8,0.0
x.a.h.con.s8,0.0
x.a.h.cor.s8,0.00028292305460173137
x.a.h.var.s8,4.2608997300830036e-05
x.a.h.idm.s8,2.116912752702353e-05
x.a.h.sav.s8,0.0008734723220704543
x.a.h.sva.s8,0.0
x.a.h.sen.s8,0.0438493921938446
x.a.h.ent.s8,0.0
x.a.h.dva.s8,0.05234898831109609
x.a.h.den.s8,0.00018644133859424682
x.a.h.f12.s8,0.0
x.a.h.f13.s8,0.0024069872439307126
x.a.h.asm.s16,0.0053008079178269284
x.a.h.con.s16,0.0
x.a.h.cor.s16,0.0
x.a.h.var.s16,0.001156048909656164
x.a.h.idm.s16,0.0006069736465866493
