# ROC Data for D020T02 classifier applied to D004T01 data
# AUC: 0.936284211239
Threshold,FalsePosRate,TruePosRate
1.0,0.0,0.008982035928143712
0.9,0.00847457627118644,0.1377245508982036
0.8,0.01694915254237288,0.4101796407185629
0.7,0.062146892655367235,0.6946107784431138
0.6,0.12994350282485875,0.8562874251497006
0.5,0.20903954802259886,0.9401197604790419
0.4,0.3248587570621469,0.9850299401197605
0.3,0.5028248587570622,0.9970059880239521
0.2,0.6836158192090396,1.0
0.1,0.8531073446327684,1.0
0.0,1.0,1.0
