# ROC Data for D019T01 classifier applied to D019T01 data for channels Actin_DAPI
# AUC: 0.996625684402
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.0018484288354898336,0.6242274412855378
0.9,0.005545286506469501,0.8442521631644005
0.8,0.006777572396796057,0.9351050679851669
0.7,0.011090573012939002,0.9684796044499382
0.6,0.02279728897104128,0.9833127317676144
0.5,0.03820086260012323,0.9913473423980222
0.4,0.06038200862600123,0.9969097651421508
0.3,0.09426987060998152,0.9987639060568603
0.2,0.15218730745532963,0.9993819530284301
0.1,0.28773875539125077,1.0
0.0,1.0,1.0
