# ROC Data for D010T01 classifier applied to D054T01 data for channels DAPI
# AUC: 0.801885434657
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.005291005291005291,0.12694300518134716
0.9,0.0291005291005291,0.28756476683937826
0.8,0.06613756613756613,0.4326424870466321
0.7,0.14814814814814814,0.5673575129533679
0.6,0.2724867724867725,0.7020725388601037
0.5,0.4126984126984127,0.8134715025906736
0.4,0.544973544973545,0.9196891191709845
0.3,0.6931216931216931,0.9637305699481865
0.2,0.8333333333333334,0.9896373056994818
0.1,0.9576719576719577,1.0
0.0,1.0,1.0
