# ROC Data for D010T01 classifier applied to D020T01 data for channels FITC
# AUC: 0.603497464982
Threshold,FalsePosRate,TruePosRate
1.9,0.0,0.0
0.9,0.004640371229698376,0.0024691358024691358
0.8,0.030162412993039442,0.027160493827160494
0.7,0.10440835266821345,0.07654320987654321
0.6,0.20185614849187936,0.24691358024691357
0.5,0.39211136890951276,0.5160493827160494
0.4,0.5823665893271461,0.7901234567901234
0.3,0.7795823665893271,0.9432098765432099
0.2,0.925754060324826,0.9950617283950617
0.1,0.988399071925754,1.0
0.0,1.0,1.0
