,Importance
x.c.b.mean,0.0034181601607072647
x.c.b.sd,0.0005144015489027721
x.c.b.mad,0.006850035759892072
x.c.b.q001,0.0033045919711578277
x.c.b.q005,0.0019033633350510493
x.c.b.q05,0.17449722141173155
x.c.b.q095,0.00023963862801143322
x.c.b.q099,0.001750781047140237
x.c.m.cx,0.0022280130041704574
x.c.m.cy,0.004760770217367144
x.c.m.majoraxis,0.0017060023417682188
x.c.m.eccentricity,0.0033086361282157425
x.c.m.theta,0.0013384673548050264
x.c.h.asm.s1,0.03355832824505219
x.c.h.con.s1,0.002312276147598837
x.c.h.cor.s1,0.006482217130302612
x.c.h.var.s1,0.0033998124992969713
x.c.h.idm.s1,0.0034391971895053617
x.c.h.sav.s1,0.006850330577573768
x.c.h.sva.s1,0.0018027428771095523
x.c.h.sen.s1,0.0
x.c.h.ent.s1,0.0012068056364565292
x.c.h.dva.s1,0.0011204230032325756
x.c.h.den.s1,0.0008698286530247291
x.c.h.f12.s1,0.013031148607659549
x.c.h.f13.s1,0.0017353711125813556
x.c.h.asm.s2,0.0010841060535032383
x.c.h.con.s2,0.0018612503902646442
x.c.h.cor.s2,0.0024837772395666395
x.c.h.var.s2,0.0016532777560148634
x.c.h.idm.s2,0.004303936514726399
x.c.h.sav.s2,0.0027706008960466703
x.c.h.sva.s2,0.0019097067347290987
x.c.h.sen.s2,0.000824297499369901
x.c.h.ent.s2,0.00039673170368671507
x.c.h.dva.s2,0.002521073777092251
x.c.h.den.s2,0.0044157867632917715
x.c.h.f12.s2,0.00689523505132616
x.c.h.f13.s2,0.0064679058249362585
x.c.h.asm.s4,0.0019599699117514384
x.c.h.con.s4,0.0028201502253777924
x.c.h.cor.s4,0.002443714662993131
x.c.h.var.s4,0.00452513461157322
x.c.h.idm.s4,0.00383601376972756
x.c.h.sav.s4,0.008799117448737796
x.c.h.sva.s4,0.0034870686345993976
x.c.h.sen.s4,0.001290017410252043
x.c.h.ent.s4,0.0014191189200734315
x.c.h.dva.s4,0.002742583460835188
x.c.h.den.s4,0.0012610029256486597
x.c.h.f12.s4,0.0030292228150843527
x.c.h.f13.s4,0.004031030833061609
x.c.h.asm.s8,0.04286130319585373
x.c.h.con.s8,0.0025801541722127275
x.c.h.cor.s8,0.03056360059178076
x.c.h.var.s8,0.005491461430875048
x.c.h.idm.s8,0.0027810244700993206
x.c.h.sav.s8,0.007565540333652499
x.c.h.sva.s8,0.0011835186789434457
x.c.h.sen.s8,0.0017671754350954004
x.c.h.ent.s8,0.03521402284883763
x.c.h.dva.s8,0.000705138559552757
x.c.h.den.s8,0.0016344961639264764
x.c.h.f12.s8,0.0022062724657191534
x.c.h.f13.s8,0.0022788748129427766
x.c.h.asm.s16,0.0035233952071581373
x.c.h.con.s16,0.0026290082375391424
x.c.h.cor.s16,0.0011208301476813857
x.c.h.var.s16,0.0015185481959162951
x.c.h.idm.s16,0.0027203155556690638
x.c.h.sav.s16,0.005399100752790878
x.c.h.sva.s16,0.0
x.c.h.sen.s16,0.0017826938535517485
x.c.h.ent.s16,0.001402602461428799
x.c.h.dva.s16,0.0014690760013892645
x.c.h.den.s16,0.0024693569447266214
x.c.h.f12.s16,0.0011710035217941262
x.c.h.f13.s16,0.0011519963568565159
x.c.h.asm.s32,0.00045645452954558714
x.c.h.con.s32,0.0
x.c.h.cor.s32,0.0
x.c.h.var.s32,0.0013735312972034193
x.c.h.idm.s32,0.00031342561774227524
x.c.h.sav.s32,0.001634447546208667
x.c.h.sva.s32,0.0005888642902097048
x.c.h.sen.s32,0.0
x.c.h.ent.s32,0.0
x.c.h.dva.s32,0.0
x.c.h.den.s32,0.0
x.c.h.f12.s32,0.0
x.c.h.f13.s32,0.0
x.c.h.asm.s64,0.0
x.c.h.con.s64,0.0
x.c.h.cor.s64,0.0
x.c.h.var.s64,0.0
x.c.h.idm.s64,0.0
x.c.h.sav.s64,0.0
x.c.h.sva.s64,0.0
x.c.h.sen.s64,0.0
x.c.h.ent.s64,0.0
x.c.h.dva.s64,0.0
x.c.h.den.s64,0.0
x.c.h.f12.s64,0.0
x.c.h.f13.s64,0.0
x.c.h.asm.s128,0.0
x.c.h.con.s128,0.0
x.c.h.cor.s128,0.0
x.c.h.var.s128,0.0
x.c.h.idm.s128,0.0
x.c.h.sav.s128,0.0
x.c.h.sva.s128,0.0
x.c.h.sen.s128,0.0
x.c.h.ent.s128,0.0
x.c.h.dva.s128,0.0
x.c.h.den.s128,0.0
x.c.h.f12.s128,0.0
x.c.h.f13.s128,0.0
x.c.h.asm.s256,0.0
x.c.h.con.s256,0.0
x.c.h.cor.s256,0.0
x.c.h.var.s256,0.0
x.c.h.idm.s256,0.0
x.c.h.sav.s256,0.0
x.c.h.sva.s256,0.0
x.c.h.sen.s256,0.0
x.c.h.ent.s256,0.0
x.c.h.dva.s256,0.0
x.c.h.den.s256,0.0
x.c.h.f12.s256,0.0
x.c.h.f13.s256,0.0
x.Bc.b.mean,0.0037566325973543294
x.Bc.b.sd,0.006232814645155386
x.Bc.b.mad,0.006298926970742781
x.Bc.b.q001,0.005168013955969485
x.Bc.b.q005,0.0017195950771597668
x.Bc.b.q05,0.05180428132948959
x.Bc.b.q095,0.002594026491222809
x.Bc.b.q099,0.011780909216495909
x.Bc.m.cx,0.005757350957887117
x.Bc.m.cy,0.003009690957385483
x.Bc.m.majoraxis,0.003006838776764099
x.Bc.m.eccentricity,0.0017956413419755843
x.Bc.m.theta,0.001756828322473289
x.Bc.h.asm.s1,0.01220646996586986
x.Bc.h.con.s1,0.0028214003401877117
x.Bc.h.cor.s1,0.0016758777940685528
x.Bc.h.var.s1,0.008090746303993415
x.Bc.h.idm.s1,0.0025783527806421654
x.Bc.h.sav.s1,0.0008092442582924107
x.Bc.h.sva.s1,0.00313872877100923
x.Bc.h.sen.s1,0.0014902136671942887
x.Bc.h.ent.s1,0.0024961366310061127
x.Bc.h.dva.s1,0.0066115787076343425
x.Bc.h.den.s1,0.00033791610507265615
x.Bc.h.f12.s1,0.001680156733215994
x.Bc.h.f13.s1,0.006480075223236211
x.Bc.h.asm.s2,0.0015250495049949867
x.Bc.h.con.s2,0.007160087846215246
x.Bc.h.cor.s2,0.0012283201557285303
x.Bc.h.var.s2,0.006006024748708224
x.Bc.h.idm.s2,0.028410750236749972
x.Bc.h.sav.s2,0.0030996792592509043
x.Bc.h.sva.s2,0.0014403849650636458
x.Bc.h.sen.s2,0.001926406608947321
x.Bc.h.ent.s2,0.0064064430688158345
x.Bc.h.dva.s2,0.002631899808823463
x.Bc.h.den.s2,0.0022947583854770054
x.Bc.h.f12.s2,0.0005633348767446137
x.Bc.h.f13.s2,0.006650513910272157
x.Bc.h.asm.s4,0.005380016750261507
x.Bc.h.con.s4,0.009560722943021916
x.Bc.h.cor.s4,0.004176852809213301
x.Bc.h.var.s4,0.010034634487881982
x.Bc.h.idm.s4,0.006675933050236409
x.Bc.h.sav.s4,0.0005326771023727106
x.Bc.h.sva.s4,0.0021903925078946384
x.Bc.h.sen.s4,0.014007899344655175
x.Bc.h.ent.s4,0.004415040860737175
x.Bc.h.dva.s4,0.002926540339068045
x.Bc.h.den.s4,0.0008050637338656682
x.Bc.h.f12.s4,0.0008346071013673347
x.Bc.h.f13.s4,0.002711540489756683
x.Bc.h.asm.s8,0.007902378080354516
x.Bc.h.con.s8,0.007706972771303447
x.Bc.h.cor.s8,0.003847371964267217
x.Bc.h.var.s8,0.0020288207441244827
x.Bc.h.idm.s8,0.0031558341176029818
x.Bc.h.sav.s8,0.0019060069188328622
x.Bc.h.sva.s8,0.0022431747612075984
x.Bc.h.sen.s8,0.038864138332791884
x.Bc.h.ent.s8,0.04506966390157334
x.Bc.h.dva.s8,0.0031634611817860786
x.Bc.h.den.s8,0.0019620409377142573
x.Bc.h.f12.s8,0.002815587640161831
x.Bc.h.f13.s8,0.002052606665566712
x.Bc.h.asm.s16,0.001249660741254942
x.Bc.h.con.s16,0.00459778967484291
x.Bc.h.cor.s16,0.0009413739656300645
x.Bc.h.var.s16,0.0028186164441715146
x.Bc.h.idm.s16,0.0026682878087071044
x.Bc.h.sav.s16,0.0008363388170028147
x.Bc.h.sva.s16,0.0018630386601228323
x.Bc.h.sen.s16,0.0004954226526660506
x.Bc.h.ent.s16,0.007692803680974465
x.Bc.h.dva.s16,0.0023839845623329524
x.Bc.h.den.s16,0.019746187308568097
x.Bc.h.f12.s16,0.0009852193828899492
x.Bc.h.f13.s16,0.0017252805820555904
x.Bc.h.asm.s32,0.001194674267093175
x.Bc.h.con.s32,0.0
x.Bc.h.cor.s32,0.0
x.Bc.h.var.s32,0.0013240723816361597
x.Bc.h.idm.s32,0.00015974481658692185
