# ROC Data for D018T01 classifier applied to D021T01 data for channels FITC
# AUC: 0.937803096699
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.006134969325153374,0.1469387755102041
0.9,0.014314928425357873,0.29183673469387755
0.8,0.026584867075664622,0.44081632653061226
0.7,0.034764826175869123,0.5571428571428572
0.6,0.049079754601226995,0.6632653061224489
0.5,0.06748466257668712,0.7428571428571429
0.4,0.09406952965235174,0.8285714285714286
0.3,0.1492842535787321,0.8938775510204081
0.2,0.2392638036809816,0.9612244897959183
0.1,0.4171779141104294,0.9897959183673469
0.0,1.0,1.0
