# ROC Data for D007T01 classifier applied to D004T01 data for channels DAPI
# AUC: 0.938282632439
Threshold,FalsePosRate,TruePosRate
2.0,0.0,0.0
1.0,0.0182370820668693,0.26740947075208915
0.9,0.04559270516717325,0.5153203342618384
0.8,0.0790273556231003,0.7158774373259053
0.7,0.1276595744680851,0.8384401114206128
0.6,0.1458966565349544,0.9303621169916435
0.5,0.1702127659574468,0.9693593314763231
0.4,0.19756838905775076,0.9888579387186629
0.3,0.24620060790273557,0.9972144846796658
0.2,0.3221884498480243,0.9972144846796658
0.1,0.45592705167173253,0.9972144846796658
0.0,1.0,1.0
