,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Linifanib (ABT-869),-0.0021771586016327243,-0.01817939224408714,-0.024597607922821174,-0.047670759502186605,0.06516486168464523,0.02052688746782257,-0.012213010190413308,-0.05328952051322765,0.051160786518613874,0.0021290164925166083,-0.008037126123526597,-0.0026229311023828325,-0.02829601233070577,0.09934539441282329,-0.08404734964967722,-0.12784964809100602,-0.03593551466175411,0.0746702496862773,-0.1515277920084383,0.023665100809631006,0.017430454788118575,-0.039701592630663016,0.08728138722836058,-0.09040275034002622,-0.1010339660934364
Y-27632 2HCl,-0.007544522042721982,-0.010339298833157044,0.018776362386974523,0.02428945717785186,-0.004518585938890743,-0.004204501429591551,-0.01800993626034087,-0.004673695828220574,0.028141087915200924,0.009548228286532063,-0.008151091377781845,-0.007728253444190471,0.05130326746137115,-0.0016785254753578127,-0.06112809272106604,-0.04175029578010962,0.005586925226519169,0.08160331774698407,-0.06658893769123944,-0.02339965835244556,-0.013498476557857408,0.01655993352089655,-0.006153252547018133,-0.04576997049742038,0.05253089940919946
Cediranib (AZD2171),0.016521713709898724,-0.034635248420995926,-0.01589546202845509,-0.046090622599334524,0.10218251863725318,-0.027397694621315215,-0.026111230847889938,-0.0725029790547385,0.07980235952561601,-0.01686536200650878,0.020723231615429542,-0.0068715683958560534,-0.09240985163254743,0.17941757097910993,-0.15511400309510157,-0.08958352270894991,-0.17103565214063648,0.023311718200378202,-0.007725801613592757,-0.07168754509270045,-0.10207305575099326,-0.04071471854428642,0.06183008370635764,0.05250019337912624,0.003825462374265632
Avagacestat (BMS-708163),-0.008627081675802423,0.010150182729466951,-0.04146896162943053,0.01629880172937692,0.003424334926207674,0.0009363490749891085,-0.06215753476394913,0.018254515282373946,0.05138350453325524,-0.019290254544153004,-0.04733436251681758,0.006744571411081074,0.025326014204234748,0.06272006022634818,-0.06752572929493969,-0.04050845573897666,-0.004558254737622147,-0.030277152283754404,-0.1315744011501229,-0.023905529685038732,-0.1352774198816905,0.05167869408928953,-0.044564660053977766,0.013605683746534777,0.07234112914023937
Motesanib Diphosphate (AMG-706),0.031028470775205142,-0.06632839865167191,0.02355889684038667,-0.002469806955949578,0.11630122696605223,-0.0051580018746516495,-0.04707502771194704,-0.05162720403602035,0.060892928524794665,-0.056528591943928855,-0.007451508610150084,-0.00925778985886122,-0.06097198886880602,0.14709374314612877,-0.12679019356357873,-0.022373382140845593,-0.11971268986096448,-0.05085780545525316,-0.008641456460246597,0.06056617528608086,-0.13844884211457553,0.05365213360913319,-0.02825855269891924,0.046703557702270214,0.048211750928719606
TWS119,-0.013876470366589622,0.00415677028297069,0.0060470147306046895,-0.005900283773938031,0.020552861348588126,-0.010398218173611007,-0.01417947919397044,-0.03752661583179645,0.034589058761571756,0.026199823763707414,-0.03241755127420191,-0.014574630881732501,0.037689281535691274,-0.03220740381102009,-0.019132271297970214,-0.08509722743148893,0.01223020822888395,0.00908345039597481,-0.03253344563080689,-0.04399476201472797,-0.04321752296396458,0.03642139700933626,-0.007597016988230437,0.018323163987711548,0.10740641444295526
Sunitinib Malate,-0.04441516292240506,0.05305719770513638,0.01327664678973827,-0.023116365572850836,-0.0431441478314079,-0.008010351331178113,0.07276923769104804,-0.11368281494072127,0.07781471110960883,0.09862101481966698,-0.08108281975659092,0.038793362451737014,-0.07866565130762296,0.055666428212430855,-0.12872667262153642,0.07755172882558485,0.027738481344533734,-0.08735515011324059,0.34777940887453684,0.10264902072894191,-0.15364505695552372,0.05584778639938186,0.10624738908511866,0.1139914698860743,-0.228252307846024
AZ 960,0.03860320690300119,-0.05875275155405962,-0.05686954800592016,0.0016710621262787772,0.11479775530810414,-0.023601501654061573,-0.060757544993565046,0.027569831606082628,-0.005570600272635245,-0.030321056109229784,-0.02261637210188517,0.011438419670644549,-0.05326231646346445,0.0696898003447752,0.05941394607601863,0.053910371230721246,-0.09402066936291792,-0.0747696523314348,-0.07499878774204241,-0.05343647852548371,-0.034478132683818406,-0.015994157694247262,-0.03968851610234138,0.03362045301638531,0.16989012710303703
SL-327,-0.007317299129541798,-0.007901326867699133,-0.03558122145655518,0.01425897035737242,0.05003226939781948,-0.02500176428029598,-0.04781683735887807,0.005550779941566673,0.035772822129328904,-0.008533930050257798,-0.07373055332489734,0.01225020634146039,-0.03214649808943866,0.06412359036087292,0.02597284815705265,-0.030462464649287584,-0.007590875687221016,-0.07084629252122707,-0.08238223553406908,-0.02837600061497576,-0.06731550242631419,-0.04790120179716821,-0.07900405803897027,0.06092786270213111,0.19929116751152598
MK-0752,-0.000911479733537281,-0.009273064305473944,-0.013034325839092517,0.020770381049502056,0.04657635720631829,-0.047180268200356326,-0.06022480711979998,0.012944653162524586,0.03940046325267986,-0.029373795878437525,-0.06631075720084746,-0.0031540728170857805,0.045809414325371146,0.06717545519173898,-0.010616313410318202,-0.10416774191656968,0.007606013642750887,-0.00016506241528090585,-0.043616285659303644,0.013794590189767631,-0.2583985838374653,0.09131732749478706,-0.0529987500941486,0.0017506889525996116,0.1081042722022016
