,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Linifanib (ABT-869),0.0029405597707324632,0.002473731866273448,0.0024011125588296422,0.0035741620786404406,0.0058122212050752626,0.0034332066458421435,0.0040441633730813,0.007952977181570559,0.00261674086364809,0.006668440230396942,0.012583249750385331,0.005079269787083195,0.006328583843550297,0.012464089264319692,0.007226607234579878,0.009077435767604529,0.008363063277729106,0.017379553866650365,0.01279472706549556,0.013942349034197216,0.015981050222815034,0.013503748492887675,0.01552138982876827,0.014690716402043733,0.011764922022026872
Y-27632 2HCl,0.0031132891140382875,0.0020195969518660684,0.002319618713066081,0.0042144227867843,0.004135133499542578,0.004499179663897898,0.005467905924899837,0.002948207912664305,0.0037945357435936458,0.0035042231613251844,0.012234627396619093,0.0031741088828576326,0.003372916830100819,0.0036865711772868684,0.007390704298679743,0.006725857410361791,0.007400659147285457,0.012784753173823734,0.006913493799935914,0.0027145708237987934,0.008122925295031148,0.006076969094446873,0.005679201906344206,0.0054420379540939656,0.012640763325889412
Cediranib (AZD2171),0.002506575397235754,0.0024665403773167336,0.0024337176224130883,0.005205361634379706,0.0047031216709800365,0.005538937220227449,0.00503652112610339,0.004953479910822164,0.004834139683926946,0.0031276258808287933,0.007760965101585076,0.004422198698430426,0.00730627239567573,0.011943114228584824,0.010414178813073969,0.012618338183399882,0.009190990504789526,0.005651513838043462,0.010909320639039013,0.015578378319832251,0.016616187883002495,0.008318833434713306,0.008786921720620752,0.01280414074028481,0.008710426125074583
Avagacestat (BMS-708163),0.0023708617022687693,0.002785836968177353,0.0021040891736759217,0.0033155701984625193,0.0037478073984248115,0.004258767534876234,0.0043204334021637834,0.004687429905527478,0.004437055506935459,0.00532054699548733,0.010658949350527459,0.0053224374941439785,0.008218237494017896,0.007273045015476401,0.009860884571016613,0.011575677401914317,0.008139012958597893,0.01288321572549182,0.01034324424414043,0.008715409918358162,0.012206261151271294,0.010881566917708934,0.010797113063222362,0.007771254618461463,0.008981165573716096
Motesanib Diphosphate (AMG-706),0.002657004917691723,0.0017623294595788441,0.0018949615776034244,0.004749804944719511,0.0035144270077942137,0.0033263118923236934,0.004540861252314935,0.0035524188686702736,0.005830961688115078,0.006179967293560031,0.014271346292826352,0.0046362421902033405,0.007015675702363963,0.007730962448636898,0.008245124178611356,0.010060511494782123,0.009301533663346866,0.016125241544712364,0.010564831015328242,0.011788527132113277,0.014000912380849191,0.012170004743033149,0.011664233715987316,0.00979163193480757,0.01300230337652106
TWS119,0.0019523569692605851,0.0023260637702292235,0.001704977500218708,0.0028641341386265533,0.004573521140057971,0.002903338352040215,0.002640516492277418,0.003370138872522228,0.0054065077452429494,0.0038713721746553046,0.00863946270991513,0.004421733859947364,0.007047065226608083,0.003984534373799058,0.007433093401448163,0.00792016131490698,0.0050029944646028356,0.01795790326940841,0.011193181688687676,0.008639853304250345,0.009903911079076247,0.008266546759989822,0.010997368569750742,0.01314821617137429,0.01298893055479547
Sunitinib Malate,0.002937884141638047,0.0026332892301060206,0.0015583360227145167,0.005388214163582117,0.004899163875735327,0.005612855411937922,0.003048444353004446,0.007176133747498914,0.003620567908518894,0.006724169397082781,0.007735804647653214,0.003125716651979661,0.006227746856644595,0.006687081237760211,0.0074593360094865726,0.008360498557180573,0.008441107672021246,0.01044196292196639,0.012312363672855065,0.016121089919494985,0.01746439263173995,0.00882544822028795,0.011650295579436667,0.01659939963658398,0.011455633441857545
AZ 960,0.0016396926473035017,0.0020870555752197065,0.0018962172387233384,0.0038951183742880614,0.0027951736740640483,0.004812846582042023,0.005672839526588934,0.0034234227972657996,0.002722319814702943,0.007093060732199492,0.003709717058756508,0.005276021799443979,0.00739636370462775,0.0035786918094458764,0.006337234898295611,0.009047113189771621,0.011483024761300758,0.009846878374241298,0.01220980215087755,0.007344586537637442,0.011416686370058795,0.011054232539826216,0.007523233938331246,0.011509917326221536,0.009957302231577076
SL-327,0.002539868083777088,0.0026622859697336054,0.002475504926927437,0.00437169038665436,0.0036171149671324833,0.0036426640812109103,0.005183013880657738,0.00711121880156861,0.005419502032626126,0.005389900986808973,0.007105436078199106,0.006331198813564708,0.008604295632547509,0.009155505841387744,0.00723974953342838,0.01530948870399581,0.009404140975219657,0.015285930685840636,0.006925828060735002,0.016900182751859012,0.008464801449959045,0.010199583287901779,0.010350982367538274,0.011034180475397393,0.016193132942401323
MK-0752,0.002744265208260068,0.0025340234399589194,0.0038374074513159873,0.006495317737753728,0.004951637458343201,0.0033133876791229277,0.004463650758029428,0.0029181229741812907,0.0024180362362581625,0.006996231772425764,0.013917921931514319,0.005231445115672147,0.00721259503058766,0.006940541512035153,0.009810380217411244,0.012206398899561308,0.008150394913522211,0.011286038377278066,0.00855198219901678,0.01303083221426,0.01486572356086684,0.015020656660080964,0.013674826658753931,0.012605229605770308,0.008414295082072235
SU11274,0.003943029602187579,0.002932327931236681,0.0028125243718161827,0.0059983038898483295,0.007597306478903249,0.003769856403609257,0.005755138652102893,0.003414601355419442,0.004385050596191168,0.0055579344975668415,0.010931284903238813,0.004876478255653985,0.005149959126774678,0.0041797407751992,0.008597013260026024,0.009792601997577236,0.010491034585979489,0.014940338540194838,0.00979210314109006,0.013294763288518228,0.010289128100054513,0.008902180635957678,0.013461544457875244,0.012518638776838587,0.014025316866017315
