,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Linifanib (ABT-869),-0.029492569454886337,-0.0069575531018744394,0.030010775966441534,0.0011992543727416512,-0.009778574026863556,0.014940581501741402,0.06522578941876246,-0.07183784229858357,0.016336962109855267,-0.030060579696707897,0.02943838485195916,0.008389584482008652,-0.05380757509172128,0.04798970595508546,-0.14580274848583552,-0.04898217929332864,-0.020604069907794915,0.030315871425000963,0.057875124886047624,0.03546030861308933,0.06604862414833741,0.024154887747124973,0.06384168859845306,-0.03227518826505375,-0.06979649385366314
Y-27632 2HCl,0.003554677394316126,-0.01170810647714964,0.00721199840174247,-0.0009214634946532877,-0.01203354849968436,0.014108626385573447,-0.03338195361240802,0.011023248249987263,0.0061434964408083725,-0.007892770131957157,-0.0005510394120910318,-0.0020045301043342735,0.018747613407603107,0.04761949264106956,-0.02086334793964551,-0.006388734037751455,0.037256663199517474,-0.004718825836929936,-0.011698848023694563,-0.035537274705517166,-0.03183835644046993,0.07185338765784263,-0.019219136262207167,0.010391376539013876,0.0086738787080906
Cediranib (AZD2171),-0.03493835057314473,0.012992603687549639,0.033852347170269914,-0.0023495722201430994,0.0015946698554412115,0.059962320472751705,0.0881400726666217,-0.12506003077738434,0.08824134270966835,-0.026448659989593677,0.026484596262911213,0.029847429791955656,-0.10259025402076168,0.029996045030827628,-0.20853485789810558,-0.05694760290354395,-0.079273066069207,0.008526658969140309,0.05224924573915633,0.053801345629735334,-0.011009432174838686,0.004071837239669156,0.037735484303331415,-0.046392319874412766,-0.004670757188780046
Avagacestat (BMS-708163),-0.005591425260653806,0.01658809767625275,-0.007475310282817076,-0.030795118199542955,-0.024772428804749325,0.02987256177571036,-0.0026902103036720647,-0.0007484617709234595,0.009495498803428686,-0.033449304357507884,0.018191933451762936,0.018379364276464527,0.02326132645796971,-0.010349473315920508,0.011532073489691286,0.04420010795225116,-5.286613502575482e-05,0.005528108880837397,0.052283852583399945,0.021409774631052682,-0.011993661164075086,-0.007453966402365515,-0.11403769356883331,0.012107851940115955,-0.016325157976362716
Motesanib Diphosphate (AMG-706),-0.012879369536375168,-0.006083966179590333,-0.0077378268933088355,-0.005758602516466803,0.0011332370866053672,0.02614658450937658,0.009789152379540571,-0.030262719683850692,0.04278651876515052,-0.059951024392408445,0.024903177748636533,-0.02350606059712702,-0.0516007921914914,0.014042193352894436,-0.12097756433661018,-0.030996026487303208,-0.058658710195396646,0.0031242089339041388,-0.026855337841215538,-0.07608704554187307,-0.023454762776303265,-0.018588900176996027,0.03750338114622016,0.03860159371885872,-0.08555529133883465
TWS119,-0.0003949494999758785,0.004604989079844182,-0.01345106451717146,0.0027088112682859557,0.00985808022003375,-0.018598765242995318,0.0016952189691276016,0.0187295842339291,-0.005685952905938388,-0.0060963832241780706,-0.007551245928547267,0.005753795570695431,-0.027935834842461933,-0.008296767306750214,-0.06883343759595124,0.043972134470345994,-0.03269588795533672,0.028731264654660194,0.04011902472583599,-0.050715759170223626,0.006135416476964884,-0.04940030811106747,0.002021555372163818,-0.035796312893385855,0.04192470623305597
Sunitinib Malate,0.015936869016868555,0.02475316761323392,0.04830091903872243,0.0021518262379515507,-0.0511944445961814,0.07454851726815244,0.05380692765226962,-0.05174095743839032,0.06516536498727057,-0.05731071114274423,0.029905902481563863,-0.006798825607823633,-0.07238176427293168,0.024426531959454618,-0.1291576344001075,-0.012969723908577724,0.0410985952488343,0.02725487241919322,-0.029602972489943424,0.03972634879774226,0.027835920480855137,-0.019225624436893317,-0.04099534814810367,-0.0806423835558105,-0.06247461448633092
AZ 960,-0.011094529228177307,0.006765184164354526,0.0032957320114218027,-0.02752693393710487,-0.009652401702051921,0.020026686981853756,0.054390118204323004,-0.02138420977654839,0.013786096418573823,-0.018384521496923174,-0.01671822751987716,-0.02870562456460638,-0.0017840264647873728,0.0013553307481185021,-0.007683294853780623,0.046119185532153564,0.013107079710938047,0.012930794322551998,0.02780336649835553,-0.002754025651760357,0.04516886215899323,-0.018845013665676487,0.00998185665692245,0.02056410706620176,0.10042776123781356
SL-327,-0.01946320878509317,0.020986561052168493,0.017253348684368196,-0.05586115052502051,-0.060466515137056864,0.0856092978992281,0.07719213105323929,-0.023432055726737087,-0.015121255681397073,-0.036190779568098214,0.04856326724590872,0.0007476463658210367,-0.0440549579003637,0.021165769374610947,0.012603907906813677,0.07028928857211396,-0.10202620171815188,0.010569677930941813,0.10509232030689594,-0.04624669002944083,-0.02582600398863748,0.033215978122211186,-0.06969030951290608,0.02747741880591494,0.014899280128249473
MK-0752,-0.0006439606598136492,0.02534074173372759,-0.021140458163504353,-0.05312743361038794,-0.018857910268208978,0.0034924226762939542,0.03808709476811969,0.00021996358195825312,-0.02356112527423906,-0.02328045313463888,-0.003161649498663187,-0.005181802774502417,-0.0061332769580881375,0.020968468283053536,0.029040186832248092,0.10356478463687688,0.031854356336662094,-0.015720300226599187,-0.007555058466976394,0.0017933079316245417,-0.02478225733996834,0.0014551381652932384,0.01732307771377576,0.026365101302492627,0.020074049696239438
SU11274,-0.011090314130714346,0.014006341331199995,0.005783310397770291,-0.03319018514469342,-0.004895986109691465,0.037032136824781375,0.0009548452821652642,-0.027943210379574708,0.018819228975210586,-0.03885841467834196,0.013925346410943637,0.02247914458886241,-0.0531255912449495,0.0018175749188634022,-0.0404649926969964,0.019430814901647227,0.03981503744273067,0.04297148807155103,0.04130336195510497,0.03983982216104606,0.005454774618421037,0.004812980395932942,0.03528844621184914,-0.0038051482532828135,-0.13963277285599132
CHIR-98014,-0.020501813850369945,0.03480492861469728,0.056926381442126764,-0.0003387636212429802,-0.10221434097989293,0.07231689016405665,0.2377249661888979,-0.1114316697021829,0.03411912492685485,-0.02557957420795811,-0.008404987232609582,-0.007624883938775745,0.017954142803910278,-0.001695813905578499,-0.1983591473415544,0.006108224054313825,-0.15437294168240484,0.05372381725316826,0.2783110778159333,0.10744180466516096,0.032491780332148404,0.011983301595964118,-0.0066245611282770775,-0.08539077898430167,-0.04328724288925518
Vatalanib (PTK787) 2HCl,0.0015676591605367225,-0.0002788667454581658,-0.0010703477596440895,0.001710032702313069,-0.028971088685089342,0.05535995219297222,0.013305601001084558,0.012301766252343044,-0.004828924351936902,-0.020830317644192495,0.02191370449308353,0.0255659043730738,-0.06720584218424182,0.051330934309416446,-0.018924353904691493,0.04023520240976998,0.04033993722637763,0.006411927825058563,-0.004605225343413871,-0.018687308022190742,0.023558302498286138,-0.013182597847684838,-0.039880293706884375,-0.03314710469745542,-0.09518184660207367
WHI-P154,0.007535462083083158,0.0011044988224674958,0.002501845080546069,0.010366011586580657,-0.00178837810363634,0.0333403454688596,0.014961997293248736,-0.025507083282846975,0.021563695113054865,-0.004217161857159572,0.004957881732700125,-0.0008307261601500843,0.014056755215462704,0.012891872432392083,-0.009612749243961738,0.045576123800652894,-0.038998169275497804,-0.017448342224168703,0.03955106704980169,0.024835999920669614,0.008928425501647994,-0.028504604014589235,-0.0009596085242222918,-0.026008902132591265,0.13385817560035176
Foretinib (GSK1363089),-0.019376511794705724,-0.00931634683752289,0.005666393996502096,-0.011363980785021733,0.000363632541504917,0.0591671879354545,0.035755974310243646,-0.035876183984911186,0.011258920780906439,-0.05296674507520697,-0.027288237593993674,-0.013652692038947128,0.019959691088767266,0.020791523329220053,-0.04270253463006911,0.044858094310545736,0.047327044204246674,0.009852369005979949,-0.06580883879598512,-0.03269376153087604,-0.008555326095181264,0.03646974282960142,-0.059909530336371516,0.0681130808589556,-0.08648520487978507
