,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Linifanib (ABT-869),0.0024125753807329154,0.003121529335499989,0.002268744241136861,0.0042472574504826485,0.0053741683899888775,0.006012658995065226,0.0031373935173116285,0.0048015805866975115,0.008307790811615715,0.006148880485437134,0.004749519339272678,0.003102375348292275,0.004403460734115209,0.009278042640790617,0.008659468717688449,0.007663563421537313,0.014845786118066369,0.004849210745968791,0.009185698617826615,0.010240770730075862,0.0059499104245835845,0.011903882636910352,0.009615883194376097,0.010830401988055518,0.005605251142025809
Y-27632 2HCl,0.0016381105504053228,0.0029216081287560293,0.0026315854224489245,0.003015196863338783,0.0034905318951868316,0.004433745439623156,0.004472584365872617,0.005455017022895572,0.005663238261604652,0.004218102042805934,0.005927370694038525,0.003125300987937293,0.00315721085935004,0.005588459869803994,0.006310619854704162,0.010385037376797607,0.006920227323144625,0.006761531989865414,0.005552714053089403,0.006524257313008691,0.010985536270297072,0.007569827216632604,0.009077146265013398,0.010799363008653442,0.008242284837876711
Cediranib (AZD2171),0.0023630737081284693,0.0016262203371291864,0.0027967763901664646,0.003328647043732444,0.004751669930136337,0.002778614420294097,0.0050872644830935445,0.0070194051685423635,0.005904082526125548,0.004001145516494277,0.00599290759131059,0.004870783576740661,0.0050112651663074366,0.006116180496221318,0.007289455158369632,0.006420682380234101,0.010614801175829485,0.0068032074365484705,0.006508463791757162,0.005419114607362139,0.011826069079297582,0.011949781363060043,0.006781177570744659,0.008309402901250578,0.010774812862094581
Avagacestat (BMS-708163),0.0015960211375776895,0.002444735423594548,0.0024401885734132026,0.002347801097260206,0.005602464293202946,0.004207431335390886,0.00562680166602573,0.004185501462298567,0.005070690309009069,0.005603043026161736,0.006786897663130397,0.006440972064562012,0.005281256342317598,0.004611456653667705,0.00592902801282669,0.00675776860269363,0.010426978712420527,0.008082687291555046,0.00802651303316583,0.009226564890612323,0.007939274254606159,0.00686388246501443,0.005737245482746335,0.007661748236669405,0.010853636528920373
Motesanib Diphosphate (AMG-706),0.0013431060889130106,0.0014744520228632278,0.001956875796008984,0.0037114897576429186,0.005647560008694925,0.004895597070548389,0.004902492466181629,0.0078064301089608564,0.004329228800457543,0.010219796743962865,0.0050807663958559075,0.004827435028978044,0.006090299893117283,0.011090867638183424,0.007446062412067766,0.009000002225862364,0.006525935245613166,0.0048347042686606445,0.012367426412347216,0.010728241942969032,0.009741944573309541,0.007059698172294288,0.012418403618958455,0.010795647906080562,0.009922022720809349
TWS119,0.00034670985926549557,0.0007392784060590952,0.0006859505065634109,0.0006031353536033469,0.0013125250278839217,0.00047472271107712005,0.001278751938559144,0.0009282748958827707,0.0012440966109499734,0.0006089130974461622,0.0013022130661443938,0.0007009067762951948,0.0010311050178884477,0.0012654222532934955,0.0012625549694197942,0.0018139525603100962,0.0011624986239662097,0.0014200134986881803,0.0016762651547290034,0.0016275086508105645,0.0018654631326664544,0.0016286552749646475,0.0015390549986139452,0.0013335641627639663,0.0014447891850575161
Sunitinib Malate,0.0016501722008716974,0.003663761026344742,0.002878741369158844,0.0040991756453917375,0.004729949570004334,0.008065730934067589,0.004786451891439496,0.006660085630156632,0.00881701966513728,0.006811526970938874,0.007521583537690984,0.005465728578531876,0.006284120466516641,0.007862291477748869,0.010752406506277866,0.008802529959529827,0.019046055873142037,0.006798190135056837,0.00965719306791891,0.0071234356637803475,0.006423078579368973,0.009355824439846281,0.0060460758840393146,0.010737805555554324,0.009214563983829801
AZ 960,0.0017067005711637916,0.0018837183716715936,0.002162858334262358,0.003374035832789565,0.004983636786413246,0.0032474631015377187,0.009047873599315399,0.003261702145950681,0.0022938235192859514,0.004750101073694397,0.005232193016335991,0.0045903704835763975,0.006198031896094436,0.004526598055021174,0.007919090840167937,0.005441088642674148,0.01049553141460111,0.00750824920830766,0.006785878452009384,0.008675760190742648,0.008278142699625015,0.005701079655102855,0.007743740112967736,0.007936490946777886,0.007158627230621308
SL-327,0.002663230669176544,0.0018984148664706918,0.0025082748972726707,0.0026079081336038462,0.004706867420568777,0.004639922244869985,0.005095252394650666,0.006086886898175742,0.0036840248966453592,0.008485486818122863,0.0049178741221610305,0.0051092454121215245,0.00664131423046631,0.007681334028617954,0.004791199112427901,0.006349691915816569,0.009948966368377448,0.009256572383911773,0.00940420872049175,0.012460184967470036,0.006624982086195117,0.01011645498873931,0.00670709737118573,0.011164946682919466,0.0094457206697154
MK-0752,0.001944936682276108,0.0031129950339679837,0.0033439934618274443,0.0035653278208130123,0.007552816602584911,0.007410485192436778,0.010429165729508727,0.005614467947150807,0.004626456665531515,0.005290518768336964,0.0042961822445314515,0.003964299898260742,0.008469955933115607,0.00646719552778502,0.007724374427992347,0.010624030113269858,0.010727873445006324,0.009906417374651444,0.014119670413646389,0.011549701608163373,0.011380393859387897,0.007107928744833016,0.018506438247213146,0.008100164258398703,0.010672639713649526
