,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Linifanib (ABT-869),0.0033102072151498085,0.003037033441333133,0.0021505225348503734,0.0055487342836777805,0.0055053051475318655,0.006537459608671168,0.0077448689646161546,0.005233198849273488,0.0070911806861823756,0.0049094257939099935,0.011970960679090209,0.00416832407195115,0.00919637051000586,0.005910961263833052,0.004993535599589944,0.01508684594500206,0.007488499385694007,0.017813321502755986,0.015907868504509905,0.012257768491138046,0.012749139280152484,0.0070686437280921425,0.013461814251684003,0.011480175762744162,0.010572757471709835
Y-27632 2HCl,0.001908868058058645,0.0022998560276641573,0.0018563904470123964,0.003286643197505593,0.004586926767420097,0.0044386203979591785,0.0035980173667824068,0.00363715427767519,0.005384432566774264,0.007103537626326703,0.009804010379997641,0.00661283963949658,0.007047510740244521,0.008159824095629223,0.005088903323169414,0.013365515889942116,0.002923380591851588,0.01450323302606484,0.010989497436027233,0.008325960215197513,0.012781663020493597,0.009003982230990581,0.008970048343412211,0.01498249183141287,0.009398130153501766
Cediranib (AZD2171),0.004168506916428038,0.003263251916740047,0.0018264521620114003,0.005646898805324645,0.004829429025066168,0.005788077097313393,0.006034806966436803,0.005478893396224914,0.005902619795919474,0.004706295802124251,0.010327479723276922,0.0057125227372184255,0.006909581516325146,0.006463311973243075,0.008713900609197382,0.014378543207108779,0.014891161829247459,0.014944344508369966,0.01178962134615395,0.018146641094722138,0.011337535112528606,0.010913681269874501,0.0075558389905785615,0.01496765030248305,0.01491354970464276
Avagacestat (BMS-708163),0.0032061246629953503,0.0023494171192872007,0.003967299363347007,0.004789047155009702,0.005852054742043554,0.006003208791922665,0.007489695419463951,0.005008949788110063,0.005783500897809016,0.005175907449582979,0.008345493156828967,0.0037827194255273516,0.008738237512201423,0.008884651355507764,0.009990221384026212,0.018035577206074852,0.008685992307220934,0.013653165335792056,0.005974942114023094,0.010122622899825814,0.014316831387785268,0.009118936102396327,0.011857281299326856,0.01378608453584378,0.014933765012282635
Motesanib Diphosphate (AMG-706),0.0029014780562154462,0.0025934965530324573,0.0024422533672716806,0.007865399565883521,0.0060851677710629095,0.005765165798714515,0.005842296525594616,0.010595129086614002,0.006611835976216227,0.018602026526867682,0.014977991081970756,0.006365678337583224,0.012370240646677052,0.008643824376046582,0.008747775802788639,0.010155710986826955,0.013117195253194505,0.016505524472604814,0.015311513999413665,0.020572725434674,0.021416662631889516,0.010077153916571277,0.013328062815638756,0.01952316144803074,0.013564259403103657
TWS119,0.003348903379589922,0.00257768347500597,0.0021871577915307692,0.005994730963456577,0.003088827681034899,0.004198211193899174,0.005385014418021853,0.003588356635172802,0.00464133325406624,0.003213617650096386,0.016347512604202814,0.005757851587106076,0.00973271181106359,0.004762228913795281,0.004534934070352531,0.014110511310664492,0.008999424513242428,0.02110356378662943,0.01032387246273842,0.009349769916149532,0.013376100530286341,0.005716550066200646,0.012208458907366642,0.020675840738121846,0.011664473592351064
Sunitinib Malate,0.0031893113846700656,0.002466667536431502,0.0024690353111832845,0.005620384645798713,0.004802386133799927,0.005806110388333064,0.0067573718025134705,0.004243109739835377,0.0045396636441635526,0.005177571009283833,0.007693365128952716,0.007282573079614452,0.005557378239719538,0.004097964028825509,0.007526900694591156,0.012498670653589665,0.01168871973742521,0.016654875161011964,0.007840599027697615,0.016664488002555378,0.017084573056099814,0.012554168970703102,0.015331610008527638,0.013462767013907098,0.015050366910501631
AZ 960,0.00228919041652145,0.0019267964521291056,0.00352055432371335,0.00543363140280897,0.004238979044709558,0.0036496401086147006,0.004810492269921473,0.0053031810394821065,0.004215596346144946,0.00612225113025249,0.009868187872684984,0.0031289647032240507,0.010388052146327344,0.0060109887909383375,0.007013219127488331,0.009990058813336563,0.013267947568153178,0.012827032899012386,0.010503774164799121,0.009311626720925911,0.011034151873467552,0.010285508684275024,0.011943698454612873,0.013878404639918926,0.01823874811538742
SL-327,0.002032650934197436,0.0020212870763099493,0.0023101939042273548,0.004728962186341377,0.004113257032035354,0.005047731078317774,0.005236754659421152,0.004086983629690053,0.008272548311787137,0.004741413374117225,0.00962878312929944,0.007076667521573047,0.005546804410868146,0.005545143040869598,0.009086678066050765,0.008496843525810633,0.013536083035166575,0.011286300198093253,0.013829857159396991,0.007898603264365454,0.013207975679864516,0.01030058755831025,0.00925786422621068,0.024480531951550994,0.015569136009630918
MK-0752,0.0017576105807418892,0.00266579253694367,0.0015962016144324728,0.003410079264554584,0.004620139827338547,0.0028140845756864227,0.0022701632622543055,0.0059820883739589775,0.0060487563995423235,0.0074046559474202425,0.005333981656652798,0.005218782088340111,0.004896038022436268,0.007634757250312275,0.006880001539971618,0.007697734068836007,0.007144788555791018,0.014425661044471046,0.00783469909532319,0.011089719185017768,0.01148621080869315,0.007549476361192615,0.010934064472150097,0.013778614677949842,0.007277753811531597
SU11274,0.003897246705547689,0.0026078205499375324,0.001781197403187472,0.004152057300949613,0.005323679892720577,0.005656485361453567,0.006385017073630667,0.004618278214960224,0.005450361241893121,0.012753241662973243,0.014064050515136659,0.007277886652364507,0.007005930646886195,0.007420687120599271,0.01162231914451524,0.013864226805690993,0.009749621766966912,0.01717509820355219,0.009298741495691388,0.00889876678765751,0.0115010747623061,0.010022611539932958,0.00954624205662161,0.015982763163522984,0.015712830658472017
CHIR-98014,0.0019455274203808773,0.0015417308470557797,0.0021862062225365083,0.004559076658875896,0.005546894551000121,0.0036152798606818703,0.005176507454123075,0.006880113453936148,0.004705725266600741,0.005935693939260881,0.010050922255807514,0.004508255398780628,0.0069708556537365195,0.008274086542249648,0.012830778036426311,0.008736395934908313,0.009687217794504948,0.011177081589786737,0.006553181380239176,0.007765267061389207,0.011279242449817326,0.005027080402582324,0.013647107057566749,0.0051164903521366085,0.016040021099214662
Vatalanib (PTK787) 2HCl,0.002336813005650159,0.0020003927774043073,0.0021291555437584373,0.006635957131219433,0.004005538224186872,0.002707537799675784,0.004927604069394692,0.007957656273909285,0.008724511046128034,0.005419418737986561,0.011434592629593824,0.006321737851641155,0.006158108102117766,0.008832839321355526,0.007877179079722654,0.013735747719345487,0.01023147436423286,0.014802109947082684,0.005919925594521227,0.01072250394755653,0.008679278217007261,0.01119962780774516,0.011335015991610957,0.012888111510951705,0.013423729704341358
WHI-P154,0.0024282690605613336,0.002154022492796238,0.001515147203770298,0.004750635082668417,0.003979000431576497,0.003333338525017275,0.0053843206393396825,0.004355341611000686,0.0043697308177159935,0.012748420246631214,0.011936607948907172,0.0040710431352489794,0.008724262017867544,0.0075838840831082095,0.006688669212772175,0.0037767293196353047,0.007048277984810606,0.012564562499678866,0.006619898840031025,0.007671531569906919,0.016866990616385247,0.008544545269390467,0.0076487064285507495,0.009449992048003744,0.01765885559820019
Foretinib (GSK1363089),0.0034894325470745217,0.002013915017892658,0.002429083977555253,0.0049352755823018,0.006887974841221887,0.004077392208884571,0.004265256663210908,0.00677584707896733,0.006078068812467156,0.004764510368775188,0.011209840849331566,0.0040683453158791676,0.009728953993087945,0.013054379327422693,0.006973366222021904,0.009935281682959641,0.012867639904245089,0.01568234622586997,0.014219240659374832,0.01301731272366881,0.00916668736749244,0.011856685189387645,0.00808805267545177,0.016673012896244586,0.018200406876238005
IWR-1-endo,0.0020125450068354724,0.002647381385948283,0.0017153909990456446,0.0063588243361149205,0.006133720402360952,0.00647776629903782,0.007352508733787108,0.006433257538995498,0.005248751814541419,0.005959800634220002,0.010965231297053292,0.0049528551429091185,0.006352011117493662,0.0045963474844424625,0.01125341459909056,0.01136056020786584,0.00990677414956122,0.014353464537875664,0.010266295236747817,0.009422400535444833,0.01292367423772697,0.010253446279883664,0.013542578691650473,0.009037288714729431,0.014512293671939746
AT9283,0.004137096912325903,0.002801253191507208,0.0031749149767961687,0.008588790498555952,0.006583615494121488,0.005924571584248519,0.005585421603685858,0.01095082758914735,0.004314629502634434,0.026855960693731896,0.011016308565504621,0.006175347906108327,0.006183182690501853,0.008903615747618325,0.01127869487518271,0.010240155465284125,0.01555174312845829,0.01373111866632736,0.013090548411020657,0.01807506042545463,0.013524646875752437,0.009885050165268985,0.015376259742114044,0.020055087755711336,0.012906176697011046
BIO,0.002764457528003209,0.0024283215646907206,0.0016315249946645214,0.006980978360474926,0.0045967837152765464,0.005033820083795922,0.007083210909019355,0.005807173364240208,0.004300005646144576,0.005174245374617159,0.00959439476291705,0.0028178463777781783,0.007122083411601879,0.007665278744824146,0.012670444186889543,0.0057405412693155395,0.008027804555854294,0.013094399778410117,0.006548042266221393,0.016202109588181676,0.016789125563621783,0.01043826374584398,0.012986062047086312,0.012830892564849117,0.014838799085936376
Lenvatinib (E7080),0.002844784406321365,0.0024524031250036287,0.0030836640776530943,0.005264224574690858,0.006421079025127821,0.0058325847728307005,0.007248655335535426,0.005635596350363043,0.006248780161810048,0.00808327355096652,0.00575203159054237,0.006224555518732238,0.004768952511794235,0.009011848396928004,0.010029195599548254,0.012878639343474045,0.005863375572773973,0.01665384450254401,0.011092505132933755,0.006200283477654904,0.01538380794403207,0.012856615411277493,0.016842031881317304,0.008795021590833368,0.012720344308047053
K02288,0.003697730716107838,0.002848783185366715,0.0017832634587017628,0.005445959571098141,0.007621834547993616,0.0043849160675935965,0.005835686259693174,0.006702349106013514,0.00428320101665637,0.002067704619500681,0.00923213922363153,0.00900757406991874,0.008732980845683946,0.008004459371488444,0.008915643520721564,0.009118816025615994,0.01208531775589672,0.0147849773151251,0.007428026978888431,0.01390841113659465,0.012204900957871872,0.005727657645109236,0.017838113893447794,0.011189494296746856,0.015903504871288554
