,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Taselisib__1.0,-0.01087551173395476,-0.025643388847170916,0.08429666044322605,0.0905441191564464,0.05719742774998006,-0.0013246115175291693,0.037509583891652785,-0.0822994560546817,0.0488098914188554,-0.011144927556595578,-0.03157086472911162,0.003501364276192421,0.04301867609407751,0.15307395338441115,-0.17742160001718923,-0.07799061414263843,-0.19755133538868627,0.029919668579721337,0.047189036452892144,0.19135486509738436,-0.07953938984311884,0.09292806084458127,-0.10645417949811076,-0.22285086578703459,0.062035069329781437
Defactinib__0.0016,-0.024878155948032023,0.005984398881482285,-0.012942882361226333,-0.08835199557442457,0.01753620059934905,-0.03430576107053186,0.018338897252791815,0.10037301107159546,-0.07419914354215691,-0.08525748882590709,-0.018935600815109647,0.01172450821247847,-0.005633095998816067,0.2557796998453904,0.0963865700882415,0.010407307632517945,-0.0627550617286327,0.07647121372690499,0.10590994660327943,0.015306930925042511,-0.3345197405476564,0.13801587348440206,-0.3997655918757401,-0.056796612809931604,0.5619721308126682
YM155__0.04,0.0596960124150118,-0.07620298119639632,-0.009285861137103765,-0.0011018809011613879,0.13788089068313975,-0.06507303448671464,-0.03122022425688048,-0.012141072655062216,0.05424965602965839,-0.14005083593986872,0.07843952075827834,0.011525503183237005,-0.14888976278954588,0.4546765368901416,-0.232794365034695,-0.09794926109095972,-0.2715168669120236,0.0003546148521806367,-0.00690945264438086,0.2232334883897457,-0.15660586221526754,0.15720320407616636,-0.254954158645238,-0.26756900880847423,0.36260411030509404
Irinotecan mit 5-FU + Gefitinib__0.008,0.07829100181826097,-0.09514531763453443,0.014989389841023045,0.06369661879396185,0.17443742544880683,-0.031789148919347705,-0.08699476243484869,-0.09664507140783339,0.1255191272084053,-0.09557262014857901,-0.05831912412440375,0.004299310549620297,-0.07010632369922479,0.29567589924284704,-0.2819074268053551,-0.20404265838631205,-0.3133126666434571,-0.0041827966448971425,-0.06551991693193551,0.24375972547077493,-0.04000854794076745,0.12017643691222073,-0.095365891127889,-0.28351629041097026,0.37719812836404143
Volasertib__0.04,0.0012063351825079916,-0.0712751494339586,-0.04792083585577995,0.11669674001390187,0.1494017168368583,-0.0744873790172422,0.0424821852005368,-0.07309659129213784,0.06118308639125029,-0.09498129688962571,-0.10663675271008288,-0.0008640516077355915,0.04233047696454692,0.3445005455984287,-0.33583020755050963,-0.22955633593318442,-0.21724009582612652,0.09732066752109121,0.09837263440868009,0.2787154443209316,-0.4164869600834427,0.3396968580615461,-0.337611731092771,-0.4294317419694023,0.24356541495857056
Gemcitabine__0.04,0.02365245338035,-0.06340411560636408,0.06657843143487775,0.07346768664050224,0.10551620189734703,-0.04059331848365081,-0.011737614997624064,-0.08389812262327381,0.07709323861217485,-0.05078224462401777,-0.02298528569305277,-0.005653868590829934,-0.003199438884477198,0.2102554405183387,-0.1947759464717816,-0.10834413752694685,-0.23273586093465495,0.0006044787720348291,0.05757721973153389,0.17102679112457575,-0.07977026810726233,0.058498914857864494,-0.12224713028699825,-0.2621986936746705,0.10876255098695815
Bexaroten__0.04,-0.014665220554107586,-0.019243122868611212,-0.09038900375997144,-0.05276590542798306,0.10859794201329834,-0.06149585350815253,-0.028528095151414794,0.0747768294749662,-0.03921528888366253,-0.04146219717835721,0.006996553687298698,0.00735208302283639,-0.07850388471173901,0.21765600197298576,0.0818610943445536,0.04022944139204939,-0.19693921463763014,-0.027741667068728194,-0.043014224294080916,0.07963968818023759,-0.11610688262883466,0.10355016737303233,-0.2151169119878223,0.025651778936982735,0.16823042715153871
Dasatinib__0.008,0.016363681284388813,-0.06899750811645847,0.06941016276569875,0.05833812578214711,0.08504673256934385,-0.031066496928641253,-0.03043238718185457,-0.07970501998988129,0.01632257335093634,-0.06005114078405961,-0.0524667091051416,-0.02644620408598871,-0.00573185841677134,0.36638202668111164,-0.30965086988589186,-0.18979887527084313,-0.2645796411895772,0.049208463437161315,0.002359339097586294,0.30255189473773203,-0.3108859811772585,0.31361050435515603,-0.37683493685868447,-0.3646009348697434,0.39037268115732543
Staurosporine_500nM,-0.03156123168396147,-0.1001651706605479,0.1239912055644222,0.12874472460706474,0.17565834016462262,-0.06942520181945662,0.09105695653711936,-0.17143813717652331,0.050579610510172124,-0.001932146491565741,-0.08328228324184757,0.0062071002241549135,0.13665547874540254,0.19932383039608464,-0.3184928736330873,-0.4965562968837493,-0.2001957990734229,0.18758162962537844,0.10334895025336861,0.18390043679450382,-0.42294552125965845,0.35948451444181956,-0.3559753576763399,-0.16442092189914365,-0.01051314187107701
Palbociclib__0.0016,-0.012819431596061104,0.014901699642598812,-0.09013428503876622,-0.07423505250674745,0.0054280838331998765,-0.04353163457007565,-0.01859692035070868,0.02396950090594465,-0.010352012734504822,-0.03979266120303302,0.017770995372761417,-0.0022189738283926834,-0.06785715284042401,0.160096442080044,0.05203810493644785,0.14252940696782718,-0.059909432793716834,-0.03747725747131468,-0.11368610207793413,0.0994891469095915,-0.18375075604125907,0.040507690040498125,-0.05687720175448441,0.21760174701562032,0.18620072218512057
