,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Linifanib (ABT-869),0.0011714565861486615,0.0017835508669245728,0.0015637068513226792,0.0027240774256618613,0.0029251548522816525,0.004219376373847901,0.003139483025899871,0.005079771203558782,0.005332061626081375,0.0020471303369719515,0.007162236906615083,0.0061729875831198,0.003583878569723859,0.00419648211683943,0.006716148710049104,0.009115305426845034,0.017219106699886164,0.009091248589990476,0.007600223432034555,0.008328569904972919,0.011602650814645636,0.007257361248575093,0.0083264639535951,0.006735683273630196,0.00939840124871782
Y-27632 2HCl,0.0010820188387982135,0.0016280144581246783,0.0009532010121304032,0.002195625416647158,0.0016338929800701516,0.003053631129171711,0.0024451128157769466,0.0021491234028076394,0.002225329768989363,0.003464570518621754,0.004942092709034016,0.00274214483384112,0.0038881436932310842,0.0063099866788454825,0.006419792654826278,0.006911829060793128,0.005467178612134996,0.007959267119076014,0.004316311775861805,0.0038856782156516923,0.005335766256488168,0.003960090607197313,0.00853138796351502,0.0073876683918409035,0.01052941199766551
Cediranib (AZD2171),0.001427055561603706,0.0016619781155839313,0.004052816444633296,0.003977017651991711,0.002500530484616307,0.004244066930366956,0.004619634329365132,0.003816604774282257,0.005912068728275352,0.0029999993961968546,0.0069223635514586756,0.00599639639476988,0.0032764104308864116,0.00775833277407966,0.004743499018482265,0.011158680538785309,0.013356550333367854,0.006820533830924099,0.006026527006607487,0.00600300144073904,0.010806938709678457,0.010768601793525083,0.009870926515125509,0.0073600688386202,0.010527904658267249
Avagacestat (BMS-708163),0.00116995768085004,0.0012475441921689365,0.001086790361888698,0.0013525465002834213,0.0022365512890801546,0.0029051468703991377,0.0041364008581816466,0.003063506684791719,0.003095726643694265,0.003946607686440401,0.00649159383216835,0.003769316199143282,0.005874926649024629,0.005705197629017991,0.006119411208795958,0.0052575134154223884,0.003296080315172729,0.00470470604061142,0.005929426354152293,0.0053080581816234975,0.005073611893021217,0.0075247218161848105,0.006974523103071349,0.0067668621516023195,0.013230065090589624
Motesanib Diphosphate (AMG-706),0.0012244850876543777,0.0012491483437308284,0.0026527903220315494,0.0025709483799546463,0.004656597739051398,0.004509596709128381,0.00451826950784687,0.003723291382602166,0.00653852082220288,0.005867974243084488,0.004270331890891085,0.005273698915443104,0.0063759725185289435,0.004692413438605196,0.010292111800769752,0.011165601364874777,0.006621083379724299,0.006330504963494918,0.006847242575753105,0.008287681629823754,0.008695295328679476,0.0057707300460636286,0.0072162110734460706,0.005384187557008792,0.010595667357780553
TWS119,0.0007185676004906083,0.001065457715583116,0.0014397408909679465,0.00201217692130118,0.00259998459154685,0.0025035322050102745,0.0029856409391603982,0.003192545932964335,0.003084277952575075,0.002195305554938867,0.0062253607872026495,0.0037749155656769135,0.0035513182435576124,0.003935065818877835,0.006817890253849603,0.0069877996019158325,0.005145071390828915,0.00396874182383921,0.005017791724805345,0.0061438875648922395,0.00829776555899139,0.006602415232326444,0.005322213609258862,0.004411998424648154,0.008630464367677827
Sunitinib Malate,0.0016196595813541064,0.0015301653969966543,0.0021441994464408516,0.003445073682879708,0.0028141122961816054,0.004115640780111493,0.0032702807118601012,0.004642227502046663,0.00417205445658248,0.0030929870859543484,0.00521166266893887,0.0038194998071876193,0.005503465071915741,0.004693442966436772,0.006310267705202112,0.007626017833019496,0.004784136579628523,0.008135137829102163,0.005209604337493145,0.007278639600062744,0.01042815052145016,0.010707951558234872,0.007534071256832948,0.01069687449123751,0.012818405875988549
AZ 960,0.002444272034852089,0.003612612031573627,0.0025241596799989133,0.007040849892583466,0.0025572464358074413,0.0028404998455908684,0.0028095856002379256,0.004325997871066599,0.003570673864751276,0.0030419181819934344,0.007752085239063087,0.004041982588860352,0.01031660505485317,0.00517738983375131,0.00748806148214593,0.013223044803071748,0.011162954330228179,0.005783622903347385,0.008155335824550781,0.009437315486108358,0.008950315851735871,0.008169167220470943,0.005213197218989721,0.009839206506093124,0.011911035350799655
SL-327,0.0016293979984196227,0.0021269600460600132,0.0019138074539417562,0.0030409301048882407,0.0030420901506253545,0.003820294435090739,0.003949635436239087,0.0031343603877717944,0.003900540809113304,0.004375201898421451,0.00541004330051937,0.005376376782236373,0.0076014813119173,0.0036718246016243924,0.006835588503684977,0.011620182566877482,0.005725600465484173,0.008655432727348495,0.006733786464558873,0.007644295469506194,0.01220743988238635,0.006735356271233976,0.01181630355003688,0.007116437579472656,0.014504401185517005
MK-0752,0.0013866411471312942,0.0018582942524021694,0.0014530995808768232,0.0011115179085604647,0.0031014288067646896,0.004432109367836194,0.004988554752111194,0.0033636402655010723,0.005353039821214217,0.004953395551225838,0.003551646589742967,0.0049315672664916824,0.006189106739003757,0.004656898003815855,0.0063724124820674554,0.008866264312168836,0.0024157463678807327,0.00790879198030712,0.005186673361239194,0.003217005103389852,0.004585621668999908,0.010786617077320954,0.007655540283986628,0.007690229528595234,0.009808748039096074
