,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Linifanib (ABT-869),-0.03082312656449488,-0.008328117801100082,0.05714514265423147,0.005905425864986755,-0.0431240639118068,-0.04004374972296386,0.056882410071672364,-0.13299223757379325,0.08963170646810674,0.03561212294598266,0.049120179661359765,0.0001136167450634642,-0.06813104789534177,0.009529315005989534,-0.3364161096084321,0.05049168626458983,-0.2955210223543349,0.02885397816577548,0.26478690374353164,0.0667324486298774,0.15505120193851876,-0.07518035328561333,-0.0042801252920380084,-0.1545585033911873,0.1652500015528648
Y-27632 2HCl,0.012112582927634563,-0.01764843934052574,-0.024553955709946923,0.04514144024286755,0.031327704167529016,-0.04436635586475337,-0.02459762778692539,-0.008651100628446692,-0.007211752713350684,0.02611149139668057,-0.008201746864963503,-0.012459438809233886,-0.007294522070974002,0.03685880514126606,-0.07316777392237535,-0.013068143651394592,-0.0587459920644916,-0.013237619680461943,-0.04891963693402808,-0.00618504428883941,-0.006019305212647692,0.02486556286891075,0.011359022239543682,-0.025315542286109282,-0.027522468686929556
Cediranib (AZD2171),-0.01431187672153814,-0.01068501764760833,-0.013837660757860887,-0.02082548752921586,0.01893084518802877,0.006585259064131684,-0.0029502586304461674,-0.04412558348817509,0.010752413533008754,0.006682239818321991,0.07025682724552558,-0.003435353846931017,-0.07660857327215027,0.051259153695743506,-0.05645340538585221,0.08794524857014734,-0.07124441896038931,-0.04839544400394715,-0.026536191274479648,-0.020611992599255606,0.024178644799548253,-0.03710086917825212,-0.023310519655024158,0.10143583206167028,0.08633714825070042
Avagacestat (BMS-708163),-0.006471033772221249,0.0037395104593780162,-0.030616545692722923,-0.0207438890924826,-0.026605097061943757,-0.0012985970027365866,-0.005778818085380467,0.054791404686802735,-0.03435900680277177,0.010634583372010259,0.011526822138630453,-0.023623998652783435,-0.015267823590382507,0.03043140002580934,0.07049792500832601,-0.05893554757073895,0.09184394365554482,0.016859891937237286,-0.07761799234501938,-0.05018757314446345,-0.0008847084905747374,-0.014269454729928032,-0.09472058565438903,-0.02410153749554898,0.07229091042767498
Motesanib Diphosphate (AMG-706),-0.0073769592245364665,-0.0402250951328735,-0.05592519821857499,-0.029872545743491453,0.0431723291287004,-0.014459336306675308,-0.06019564747571269,0.06669894684840641,-0.030295094868361554,-0.03328345903605294,-0.022782067619840973,-0.024871541104860905,0.009845345880454666,0.040323609661827624,0.017923769322394225,-0.03992473773388653,0.07557572340759303,0.05760879543438265,-0.06769135391129114,-0.04217546786156067,-0.07308054801817089,0.07484187433698399,-0.022770244486143468,0.1284609385603962,-0.1046573064958823
TWS119,0.0038138180681076784,-0.024237081217983028,-0.011923412272941442,0.030437168968809287,0.03553087230239935,-0.006001706302992527,-0.021786399340601625,-0.004984588690625062,0.013220586887855008,0.012164732877257027,0.0008984082158037846,0.007502855515154218,0.00642408081032402,-0.031110215606303317,-0.002346316518600085,0.12405305375625561,-0.060914075975202,-0.03660132108117677,0.014115146340258797,-0.04252269252307458,0.01808470318098259,-0.009800658842734256,-0.008185026335867391,0.04998274965234008,0.06745283855270733
Sunitinib Malate,-0.004708222746612487,0.011015458520368253,-0.0045184708524995225,-0.019869840863382726,-0.006886913619611509,0.01261698422318693,-0.01569397547857044,0.01948038481066158,0.007134756476724705,-0.03121934911701286,0.004302563403517304,0.008699521948956738,-0.08459544772716923,0.026946436854147514,-0.10348852555086992,-0.07873358956250034,0.055047873826665525,0.007957030548841514,-0.02910539619614817,-0.037385987680830964,-0.019076070031542252,-0.0652159541534681,0.015966902835999365,0.02577606649930649,-0.031321626895807995
AZ 960,-0.18618228941854564,0.06747404377828484,0.18046997934101833,-0.13672067418856568,-0.20772913476219174,0.19094346329813416,0.27662891240361864,-0.08622530117406796,0.0948053857045505,-0.09863748238591927,-0.0015215219804054268,0.023747532339440137,0.15718140974160916,-0.07239576562881375,-0.09613389408001759,0.425326994807385,-0.2890818980993016,-0.050018180257731304,0.2255750516122686,0.019915548437392048,-0.12137022779345259,0.0941300082641072,-0.3863882232686145,0.22449557693742034,0.04888918570694796
SL-327,0.013466020044009399,0.00025402285332882255,-0.05192395522907047,-0.030089499607913524,0.01379830439242207,0.04662851328030608,-0.08551211084764848,0.05826491484678149,-0.06317781217549347,-0.026964023994104212,-0.023544991052014585,0.0035142526882350976,-6.449976628639213e-05,0.0017000493252817966,0.08387969999220903,0.0014533588299791684,0.0404922628292623,0.015593595334059535,-0.03634681026456228,-0.03992250617931153,-0.07385283643406942,-0.0013106493182674897,0.0997354830784022,0.13177967492743764,-0.04653632864764823
MK-0752,0.008321780475031782,0.009973704527990498,0.0028481356135148838,-0.03351514030699333,-0.04829335321771351,-0.0059219964498518456,0.007503980881006576,0.027006497886030396,-0.01751754422270857,0.061246578402928374,0.008840261823840258,-0.004581135175686217,0.024857519368321267,-0.08348738782661498,0.0068045003666412085,0.09623622808120917,0.0032350414694184747,-0.009859339758127198,-0.06814396110260093,-0.04914166024467767,0.07293651949849214,-0.049582064900077556,0.015949359027712058,-0.032380684624185294,0.15021723468462017
SU11274,0.006450182018231579,0.0056831043633852685,-0.07283177705753599,-0.003631540308786927,0.028102844324945843,-0.03629287291219129,-0.06658962858385628,0.00969152157153585,0.009459231368755826,0.0085456507157712,0.015321521198962487,-0.02262787592936191,-0.03472898797392618,0.008991939403889858,-0.08306476945056374,-0.08875822918864423,0.1024770316212622,0.027770486345953423,-0.024279484628186142,-0.032668964568048256,-0.005030378945810547,-0.056099279701325576,0.01066142640365461,0.04423645351593486,-0.02075716824818763
CHIR-98014,-0.11518041668643379,-0.008245509178563436,0.09273565882196344,-0.09467856660538897,-0.15481145495128765,0.13802806473350132,0.20959091593811338,-0.04321649622679259,0.09144707666753302,-0.06414419716707317,-0.07605083610842331,0.0003105309097617149,0.22887255263119038,-0.06581341145999789,0.04666346460455344,0.43670697218999044,-0.3307549474756233,-0.03954733578568488,0.24942773806627017,0.08129247341171915,0.015180666148604005,0.06763089782320274,-0.3732094269399102,-0.136293627234737,0.19305408163080895
Vatalanib (PTK787) 2HCl,0.009454059342588084,-0.029323454325485988,-0.024047959250990097,0.0198924696516151,0.01653148780453277,0.004820813109177388,-0.034108494717428925,-0.003700423602852494,-0.03283468638490753,0.005311837723558759,-0.00186835791205009,-0.010364773398563943,0.02212771767120628,0.07164620377202505,0.012141788060338476,0.03950004249433993,0.08254204387317789,-0.014439255371183696,0.026177893830557308,-0.026376764165626926,0.03758837498137869,-0.05752515863465939,0.04062443910759687,0.07930601665129475,-0.06487500675346865
WHI-P154,0.027643297982378606,-0.002025142560509671,-0.049624627048517465,0.03133329881471335,0.004410353311662,-0.006013786024769932,-0.05749231036470703,0.02770493983222284,-0.0017365092230860585,0.025669152249532555,-0.0232361196227051,-0.004305374957040533,0.016599686161856194,0.057393053113150405,-0.0009179822039030178,-0.076540521555127,0.06474131321611327,-0.009993490549342784,-0.0674417040530529,-0.01172671476808219,-0.022692679399528733,-0.022298861184857088,0.013812873081254885,0.0002622262516870866,-0.058030731982587694
Foretinib (GSK1363089),-0.09935238493129056,0.016179214001773516,0.10622821761840776,-0.04999702692626227,-0.07504918525090004,0.044341090404227325,0.07449646891173911,-0.019738824507551926,-0.008090808329607476,-0.008663880933491106,-0.005745941281150473,0.013235734265534982,0.13266019471384327,-0.11358241022625844,-0.07076166258338276,0.34038050271239334,-0.34614705606259044,-0.04694983386015807,0.17823017720379267,0.03483569384161143,-0.07732018642163822,0.08624456054939299,-0.20172720785274073,0.1687951511094156,0.15801909375297107
IWR-1-endo,0.01666825483762212,-0.023581300260945227,-0.03981598584262731,0.004911098000177019,0.012646187329446845,0.0016067660065663,-0.020419892885228667,0.035472087679913375,-0.027003109426876965,-0.005404139341206508,-0.0030173427510347206,0.013763062320944344,0.022017466439903564,0.045946100044618174,0.09840767276364405,-0.02309701444875501,0.0150997839834927,-0.022673947175855573,-0.03563461071390377,-0.03906584599895665,-0.009360745610415219,-0.0012905912117539917,0.09698877418770707,0.03581971254026634,-0.14018272086832181
AT9283,-0.17781965471173378,0.08074547427340459,0.1978395486161715,-0.13471741269461995,-0.2166325329676985,0.21122343680756517,0.25241931214066643,-0.06490897568166121,0.09501430655877761,-0.07942049711808684,-0.018511385298890494,-0.015984771457879264,0.14191439464604805,-0.15492302574448658,-0.12534585776578722,0.3274739959392164,-0.15826803864795297,-0.03999932196766606,0.23226745858401654,0.05533160806818275,-0.17372766192624672,0.15573191207169274,-0.3581558408044419,0.30242865668459784,-0.07528742079159054
